,ID,Drug,Resistant,Lineage
21191,TB-222-4858-19_S115_R.all,rif,1,4.2.1
21230,TB-222-5114-18_S23_R.all,rif,1,4.2.1
21256,TB-333-2240-19_S32_R.all,rif,1,4.2.1
21269,TB-333-4040-19_S59_R.all,rif,1,4.2.1
21542,TB-333-2530-19_S90_R.all,rif,1,4.2.1
21607,TB-333-830-19_S206_R.all,rif,1,4.2.1
21633,TB-222-858-19_S213_R.all,rif,1,4.2.1
21685,TB-333-549-19_S99_R.all,rif,1,4.2.1
21698,TB-333-3593-19_S148_R.all,rif,1,4.2.1
21750,TB-333-4171-19-138_S118_R.all,rif,1,4.2.1
21841,TB-333-4823-19_S161_R.all,rif,1,4.2.1
21919,TB-333-1585-19_S123_R.all,rif,1,4.2.1
21997,TB-222-5877-19_S275_R.all,rif,1,4.2.1
22023,TB-222-7040-19_S280_R.all,rif,1,4.2.1
22127,TB-333-3345-19_S150_R.all,rif,1,4.2.1
22179,TB-333-39-19_S120_R.all,rif,1,4.2.1
22387,TB-333-293-19_S130_R.all,rif,1,4.2.1
22426,TB-333-537-19_S207_R.all,rif,1,4.2.1
22517,TB-222-2929-19_S6_R.all,rif,1,4.2.1
22556,TB-333-3228-19_S136_R.all,rif,1,4.2.1
22621,TB-222-859-19_S4_R.all,rif,1,4.2.1
22660,TB-222-4964-19_S216_R.all,rif,1,4.2.1
22699,TB-333-1981-19_S52_R.all,rif,1,4.2.1
22712,TB-333-3697-19_S152_R.all,rif,1,4.2.1
22751,TB-222-6137-19_S254_R.all,rif,1,4.2.1
22816,TB-333-1786-19_S178_R.all,rif,1,4.2.1
22881,TB-222-2972-19_S195_R.all,rif,1,4.2.1
22920,TB-222-5151-19_S258_R.all,rif,1,4.2.1
23024,TB-333-3780-19_S179_R.all,rif,1,4.2.1
23050,TB-222-3292-18_S63_R.all,rif,1,4.2.1
23076,TB-222-3337-19_S206_R.all,rif,1,4.2.1
23245,TB-333-4712-19-138_S48_R.all,rif,1,4.2.1
23284,TB-222-591-19-138_S1_R.all,rif,1,4.2.1
23349,TB-222-6158-18_S218_R.all,rif,1,4.2.1
23388,TB-222-1612-18_S46_R.all,rif,1,4.2.1
23414,TB-333-3165-19_S86_R.all,rif,1,4.2.1
23492,TB-222-5557-18_S61_R.all,rif,1,4.2.1
23622,TB-333-2478-19_S79_R.all,rif,1,4.2.1
23635,TB-333-2412-19_S1_R.all,rif,1,4.2.1
23661,TB-222-1383-19_S58_R.all,rif,1,4.2.1
23713,TB-333-3902-19-138_S128_R.all,rif,1,4.2.1
23778,TB-222-4939-19_S215_R.all,rif,1,4.2.1
23804,TB-333-1556-19_S126_R.all,rif,1,4.2.1
24012,TB-333-4712-19-138_S113_R.all,rif,1,4.2.1
24025,TB-333-2178-19_S37_R.all,rif,1,4.2.1
24103,TB-333-2152-19_S29_R.all,rif,1,4.2.1
24155,TB-333-3600-19_S164_R.all,rif,1,4.2.1
24220,TB-333-4189-19_S165_R.all,rif,1,4.2.1
24233,TB-222-591-19-138_S6_R.all,rif,1,4.2.1
24363,TB-222-5642-19_S268_R.all,rif,1,4.2.1
24376,TB-222-6896-19_S269_R.all,rif,1,4.2.1
24441,TB-333-4111-19_S140_R.all,rif,1,4.2.1
24506,TB-222-4175-18_S168_R.all,rif,1,4.2.1
24597,TB-333-1163-19_S75_R.all,rif,1,4.2.1
24636,TB-333-4624-19_S157_R.all,rif,1,4.2.1
24766,TB-222-4948-18_S73_R.all,rif,1,4.2.1
24792,TB-333-2417-19_S44_R.all,rif,1,4.2.1
33931,1733.1142_sus,rif,1,4.2.1
36505,TB-111-15345-19_S9_R.all,rif,1,4.2.1
36557,TB-111-15916-19_S161_R.all,rif,1,4.2.1
40665,TB-111-21135-18_S119_R.all,rif,1,4.2.1
40912,TB-111-9249-18_S181_R.all,rif,1,4.2.1
40990,TB-111-9838-18_S139_R.all,rif,1,4.2.1
41146,TB-111-21342-19_S88_R.all,rif,1,4.2.1
41185,TB-444-300-18_S95_R.all,rif,1,4.2.1
41354,TB-111-1370-19_S58_R.all,rif,1,4.2.1
41393,TB-444-463-19_S68_R.all,rif,1,4.2.1
41484,TB-111-15903-18_S128_R.all,rif,1,4.2.1
41627,TB-111-21354-19_S138_R.all,rif,1,4.2.1
41718,TB-111-5555-19-138_S45_R.all,rif,1,4.2.1
41757,TB-111-18538-18-138_S51_R.all,rif,1,4.2.1
41822,TB-111-6552-19-138_S32_R.all,rif,1,4.2.1
42121,TB-111-9490-18_S140_R.all,rif,1,4.2.1
42147,TB-111-17335-18-138_S16_R.all,rif,1,4.2.1
42264,TB-444-398-19_S253_R.all,rif,1,4.2.1
42316,TB-111-15751-18-138_S20_R.all,rif,1,4.2.1
42589,TB-111-998-19_S145_R.all,rif,1,4.2.1
42667,TB-111-1096-18-138_S163_R.all,rif,1,4.2.1
42680,TB-111-7933-18_S24_R.all,rif,1,4.2.1
42940,TB-111-8305-18_S78_R.all,rif,1,4.2.1
42966,TB-111-16297-19_S60_R.all,rif,1,4.2.1
43057,TB-111-18472-18_S112_R.all,rif,1,4.2.1
43096,TB-111-16954-18_S30_R.all,rif,1,4.2.1
43174,TB-111-21564-19_S97_R.all,rif,1,4.2.1
43239,TB-111-164-18-138_S168_R.all,rif,1,4.2.1
43265,TB-111-9606-18_S168_R.all,rif,1,4.2.1
43369,TB-111-12407-18_S90_R.all,rif,1,4.2.1
43408,TB-111-7925-18_S19_R.all,rif,1,4.2.1
43421,TB-444-2635-19_S6_R.all,rif,1,4.2.1
43434,TB-111-8655-18_S194_R.all,rif,1,4.2.1
43447,TB-111-19151-18-138_S46_R.all,rif,1,4.2.1
43525,TB-111-19133-18_S113_R.all,rif,1,4.2.1
43538,TB-111-12663-18_S74_R.all,rif,1,4.2.1
43902,TB-111-16223-18_S158_R.all,rif,1,4.2.1
43915,TB-111-10456-18_S8_R.all,rif,1,4.2.1
43928,TB-111-16133-18-138_S25_R.all,rif,1,4.2.1
43967,TB-111-9676-18_S191_R.all,rif,1,4.2.1
44045,TB-111-18189-18_S130_R.all,rif,1,4.2.1
44058,TB-111-2577-18_S150_R.all,rif,1,4.2.1
44201,TB-111-6654-19_S46_R.all,rif,1,4.2.1
44474,TB-111-1344-19_S143_R.all,rif,1,4.2.1
44552,TB-111-8840-18_S67_R.all,rif,1,4.2.1
44604,TB-111-19026-18-138_S21_R.all,rif,1,4.2.1
44630,TB-111-14524-19_S158_R.all,rif,1,4.2.1
44929,TB-111-7624-18_S172_R.all,rif,1,4.2.1
45111,TB-111-7932-18_S25_R.all,rif,1,4.2.1
45137,TB-111-7991-19-138_S74_R.all,rif,1,4.2.1
45150,TB-111-18429-18_S135_R.all,rif,1,4.2.1
45189,TB-111-15657-19_S142_R.all,rif,1,4.2.1
45202,TB-111-21496-19_S122_R.all,rif,1,4.2.1
45267,TB-111-15382-19_S141_R.all,rif,1,4.2.1
45358,TB-111-17019-18_S34_R.all,rif,1,4.2.1
45644,TB-111-16151-18_S124_R.all,rif,1,4.2.1
45709,TB-111-17049-19_S2_R.all,rif,1,4.2.1
45787,TB-111-20301-18_S1_R.all,rif,1,4.2.1
45969,TB-111-19315-18_S152_R.all,rif,1,4.2.1
46021,TB-111-8366-18_S72_R.all,rif,1,4.2.1
46060,TB-111-15340-19_S116_R.all,rif,1,4.2.1
46086,TB-111-19264-18_S121_R.all,rif,1,4.2.1
46320,TB-111-2565-18_S6_R.all,rif,1,4.2.1
46333,TB-111-20605-19_S166_R.all,rif,1,4.2.1
46385,TB-111-19884-19_S90_R.all,rif,1,4.2.1
46632,TB-111-7922-18_S21_R.all,rif,1,4.2.1
46827,TB-111-15751-18-138_S43_R.all,rif,1,4.2.1
46879,TB-111-5555-19-138_S107_R.all,rif,1,4.2.1
46918,TB-111-7861-19-138_S64_R.all,rif,1,4.2.1
47022,TB-111-8323-18_S53_R.all,rif,1,4.2.1
47256,TB-111-8922-18_S50_R.all,rif,1,4.2.1
47334,TB-111-21534-18F_S42_R.all,rif,1,4.2.1
47529,TB-111-15339-19_S16_R.all,rif,1,4.2.1
47555,TB-111-15086-18_S161_R.all,rif,1,4.2.1
47724,TB-111-17032-19_S282_R.all,rif,1,4.2.1
47750,TB-111-17633-18_S35_R.all,rif,1,4.2.1
47763,TB-111-17415-18-138_S53_R.all,rif,1,4.2.1
47776,TB-111-15713-19_S73_R.all,rif,1,4.2.1
47789,TB-444-2409-18_S30_R.all,rif,1,4.2.1
47945,TB-111-2682-19_S156_R.all,rif,1,4.2.1
47984,TB-111-42-18_S240_R.all,rif,1,4.2.1
48023,TB-111-19732-18_S196_R.all,rif,1,4.2.1
48153,TB-444-2576-19_S5_R.all,rif,1,4.2.1
48283,TB-111-3412-18_S152_R.all,rif,1,4.2.1
48413,TB-111-9817-18_S17_R.all,rif,1,4.2.1
48569,TB-111-17137-18_S86_R.all,rif,1,4.2.1
48608,TB-111-18504-18-138_S23_R.all,rif,1,4.2.1
48751,TB-111-2220-19_S83_R.all,rif,1,4.2.1
48881,TB-111-20041-18_S161_R.all,rif,1,4.2.1
48933,TB-111-3644-19_S20_R.all,rif,1,4.2.1
49180,TB-111-6552-19-138_S78_R.all,rif,1,4.2.1
49193,TB-111-20592-18_S45_R.all,rif,1,4.2.1
49219,TB-111-19016-18_S131_R.all,rif,1,4.2.1
49492,TB-111-10418-18_S15_R.all,rif,1,4.2.1
49583,TB-111-249-18_S235_R.all,rif,1,4.2.1
49609,TB-111-20153-18_S165_R.all,rif,1,4.2.1
49661,TB-111-19861-18_S172_R.all,rif,1,4.2.1
49765,TB-111-20102-19_S20_R.all,rif,1,4.2.1
49817,TB-111-14733-19_S155_R.all,rif,1,4.2.1
50012,TB-111-6967-19_S108_R.all,rif,1,4.2.1
50142,TB-111-15341-19_S98_R.all,rif,1,4.2.1
50389,TB-111-5210-19_S14_R.all,rif,1,4.2.1
50467,TB-111-15561-19_S127_R.all,rif,1,4.2.1
50571,TB-111-1844-19_S18_R.all,rif,1,4.2.1
50584,TB-111-12364-18_S95_R.all,rif,1,4.2.1
50688,TB-111-17590-18_S33_R.all,rif,1,4.2.1
50792,TB-111-12685-18_S79_R.all,rif,1,4.2.1
50883,TB-111-17151-19_S283_R.all,rif,1,4.2.1
50935,TB-111-1095-19_S24_R.all,rif,1,4.2.1
51091,TB-444-2394-18_S11_R.all,rif,1,4.2.1
51130,TB-111-15171-18-138_S6_R.all,rif,1,4.2.1
51234,TB-111-15171-18-138_S12_R.all,rif,1,4.2.1
51299,TB-111-280-18-138_S144_R.all,rif,1,4.2.1
51390,TB-111-18528-18_S141_R.all,rif,1,4.2.1
51520,TB-111-52-18_S277_R.all,rif,1,4.2.1
51689,TB-111-9837-18_S136_R.all,rif,1,4.2.1
51715,TB-111-4466-19_S239_R.all,rif,1,4.2.1
51858,TB-111-11645-18_S136_R.all,rif,1,4.2.1
51936,TB-111-18850-18_S124_R.all,rif,1,4.2.1
52053,TB-111-12496-19_S198_R.all,rif,1,4.2.1
52300,TB-111-11429-19_S253_R.all,rif,1,4.2.1
52339,TB-111-19151-18-138_S23_R.all,rif,1,4.2.1
52547,TB-111-16133-18-138_S10_R.all,rif,1,4.2.1
52599,TB-111-16379-18_S126_R.all,rif,1,4.2.1
52794,TB-111-10582-18_S37_R.all,rif,1,4.2.1
52846,TB-111-13880-18_S84_R.all,rif,1,4.2.1
52859,TB-111-11273-19_S171_R.all,rif,1,4.2.1
52924,TB-111-13160-18_S73_R.all,rif,1,4.2.1
53106,TB-111-13294-18_S171_R.all,rif,1,4.2.1
53236,TB-111-12700-18_S76_R.all,rif,1,4.2.1
53301,TB-111-7086-18_S6_R.all,rif,1,4.2.1
53392,TB-111-7114-18_S190_R.all,rif,1,4.2.1
53613,TB-111-13498-18_S94_R.all,rif,1,4.2.1
53704,TB-111-13161-18_S116_R.all,rif,1,4.2.1
58605,1733.1076_res,rif,1,4.2.1
58735,1447520.3_res,rif,1,4.2.1
58852,1455264.3_res,rif,1,4.2.1
59164,1438859.3_res,rif,1,4.2.1
59450,1447489.3_res,rif,1,4.2.1
59619,1447505.3_res,rif,1,4.2.1
59671,1447449.3_res,rif,1,4.2.1
59853,1447486.3_res,rif,1,4.2.1
59983,1447526.3_res,rif,1,4.2.1
61881,1733.968_res,rif,1,4.2.1
63480,1733.7511_res,rif,1,4.2.1
64975,TB-444-6003-18_S100_R.all,rif,1,4.2.1
79496,TB-MoldovaSeq-DNA142-807_S143_ndc,rif,1,4.2.1
84215,TB-MoldovaSeq-DNA107-248_S108_ndc,rif,1,4.2.1
84358,TB-MoldovaSeq-DNA128-1696_S129_ndc,rif,1,4.2.1
84436,TB-MoldovaSeq-DNA145-850_S146_ndc,rif,1,4.2.1
84644,TB-MoldovaSeq-DNA105-73_S106_ndc,rif,1,4.2.1
84657,TB-MoldovaSeq-DNA134-1881_S135_ndc,rif,1,4.2.1
84735,TB-MoldovaSeq-DNA116-1415_S117_ndc,rif,1,4.2.1
85203,TB-MoldovaSeq-DNA033-78_S33_ndc,rif,1,4.2.1
92873,TB-MoldovaSeq-DNA182-2728_S183_ndc,rif,1,4.2.1
93016,TB-MoldovaSeq-DNA0306-5348_S309_ndc,rif,1,4.2.1
93029,TB-MoldovaSeq-DNA0302-5166_S305_ndc,rif,1,4.2.1
93042,TB-MoldovaSeq-DNA0210-2128_S20_ndc,rif,1,4.2.1
93276,TB-MoldovaSeq-DNA023-182_S23_ndc,rif,1,4.2.1
93484,TB-MoldovaSeq-DNA092-547_S92_ndc,rif,1,4.2.1
93510,TB-MoldovaSeq-DNA0242-1981_S52_ndc,rif,1,4.2.1
93588,TB-MoldovaSeq-DNA087-1084_S87_ndc,rif,1,4.2.1
93679,TB-MoldovaSeq-DNA081-244_S81_ndc,rif,1,4.2.1
93887,TB-MoldovaSeq-DNA0251-3969_S61_ndc,rif,1,4.2.1
93900,TB-MoldovaSeq-DNA164-1514_S165_ndc,rif,1,4.2.1
93913,TB-MoldovaSeq-DNA082-1082_S82_ndc,rif,1,4.2.1
94017,TB-MoldovaSeq-DNA0219-4548_S29_ndc,rif,1,4.2.1
94043,TB-MoldovaSeq-DNA184-2841_S185_ndc,rif,1,4.2.1
94186,TB-MoldovaSeq-DNA185-2529_S186_ndc,rif,1,4.2.1
94290,TB-MoldovaSeq-DNA0213-2033_S23_ndc,rif,1,4.2.1
94342,TB-MoldovaSeq-DNA086-784_S86_ndc,rif,1,4.2.1
94368,TB-MoldovaSeq-DNA028-38_S28_ndc,rif,1,4.2.1
94381,TB-MoldovaSeq-DNA043-429_S43_ndc,rif,1,4.2.1
94433,TB-MoldovaSeq-DNA065-421_S65_ndc,rif,1,4.2.1
94589,TB-MoldovaSeq-DNA0288-5509_S291_ndc,rif,1,4.2.1
94680,TB-MoldovaSeq-DNA0312-4978_S315_ndc,rif,1,4.2.1
94719,TB-MoldovaSeq-DNA0211-2993_S21_ndc,rif,1,4.2.1
94732,TB-MoldovaSeq-DNA172-2312_S173_ndc,rif,1,4.2.1
94914,TB-MoldovaSeq-DNA068-653_S68_ndc,rif,1,4.2.1
94979,TB-MoldovaSeq-DNA095-339_S95_ndc,rif,1,4.2.1
95070,TB-MoldovaSeq-DNA037-350_S37_ndc,rif,1,4.2.1
95096,TB-MoldovaSeq-DNA090-620_S90_ndc,rif,1,4.2.1
95187,TB-MoldovaSeq-DNA010-142_S10_ndc,rif,1,4.2.1
95213,TB-MoldovaSeq-DNA077-757_S77_ndc,rif,1,4.2.1
95733,TB-MoldovaSeq-DNA0233-4840_S235_ndc,rif,1,4.2.1
95837,TB-MoldovaSeq-DNA186-3071_S187_ndc,rif,1,4.2.1
102480,1733.2280_res,rif,1,4.2.1
103273,1733.3075_res,rif,1,4.2.1
103884,TB-111-18657-18-138_S47_R.all,rif,1,4.2.1
104053,TB-111-16777-18_S100_R.all,rif,1,4.2.1
104079,TB-111-24701-18F_S28_R.all,rif,1,4.2.1
104131,TB-111-17797-18_S133_R.all,rif,1,4.2.1
104157,TB-111-24233-18F_S232_R.all,rif,1,4.2.1
104248,TB-111-18657-18-138_S24_R.all,rif,1,4.2.1
104443,TB-111-23689-18F-138_S142_R.all,rif,1,4.2.1
104482,TB-111-19340-19_S114_R.all,rif,1,4.2.1
104638,TB-111-19390-18_S119_R.all,rif,1,4.2.1
104651,TB-111-17916-18_S120_R.all,rif,1,4.2.1
104703,TB-111-16694-19_S61_R.all,rif,1,4.2.1
104768,TB-111-23658-18F_S22_R.all,rif,1,4.2.1
104833,TB-111-16779-18_S99_R.all,rif,1,4.2.1
104846,TB-111-18751-18-138_S50_R.all,rif,1,4.2.1
104911,TB-111-19708-18_S166_R.all,rif,1,4.2.1
104924,TB-111-23920-18F_S44_R.all,rif,1,4.2.1
105002,TB-111-24047-18F_S25_R.all,rif,1,4.2.1
105405,TB-111-18771-18_S47_R.all,rif,1,4.2.1
105483,TB-111-23689-18F-138_S62_R.all,rif,1,4.2.1
105509,TB-111-16552-18_S32_R.all,rif,1,4.2.1
19826,TB-333-1942-19_S116_R.all,rif,1,"4.2.1,2.2.1"
20060,TB-333-2090-19_S8_R.all,rif,1,"4.2.1,2.2.1"
22348,TB-333-1044-19_S51_R.all,rif,1,"4.2.1,2.2.1"
43629,TB-111-14831-19_S109_R.all,rif,1,"4.2.1,2.2.1"
47672,TB-111-12039-18_S255_R.all,rif,1,"4.2.1,2.2.1"
50948,TB-111-14611-19_S157_R.all,rif,1,"4.2.1,2.2.1"
51169,TB-111-20001-18_S6_R.all,rif,1,"4.2.1,2.2.1"
51663,TB-111-274-19_S256_R.all,rif,1,"4.2.1,2.2.1"
52352,TB-111-6092-19_S260_R.all,rif,1,"4.2.1,2.2.1"
93328,TB-MoldovaSeq-DNA074-473_S74_ndc,rif,1,"4.2.1,2.2.1"
93796,TB-MoldovaSeq-DNA0291-5375_S294_ndc,rif,1,"4.2.1,2.2.1"
94121,TB-MoldovaSeq-DNA045-570_S45_ndc,rif,1,"4.2.1,2.2.1"
94758,TB-MoldovaSeq-DNA0289-4185_S292_ndc,rif,1,"4.2.1,2.2.1"
105171,TB-111-19374-19_S36_R.all,rif,1,"4.2.1,2.2.1"
105392,TB-111-20451-19_S48_R.all,rif,1,"4.2.1,2.2.1"
52729,TB-111-13950-18_S77_R.all,rif,1,"4.2.1,2.2.1,4.8"
50662,TB-111-1233-19-138_S102_R.all,rif,0,"4.2.1,4.9"
417,Italian1,rif,0,4.2.1.1.1.1.1.1.i1
664,TEST0039,rif,0,4.2.1.1.1.1.1.1.i1
677,TEST0072,rif,0,4.2.1.1.1.1.1.1.i1
703,TEST0035,rif,0,4.2.1.1.1.1.1.1.i1
768,TEST0070,rif,0,4.2.1.1.1.1.1.1.i1
846,TEST0068,rif,0,4.2.1.1.1.1.1.1.i1
963,TEST0067,rif,0,4.2.1.1.1.1.1.1.i1
1002,TEST0032,rif,0,4.2.1.1.1.1.1.1.i1
3953,Test070,rif,0,4.2.1.1.1.1.1.1.i1
4044,Test072,rif,0,4.2.1.1.1.1.1.1.i1
4174,Test032,rif,0,4.2.1.1.1.1.1.1.i1
4343,Test068,rif,0,4.2.1.1.1.1.1.1.i1
4473,Test035,rif,0,4.2.1.1.1.1.1.1.i1
4551,Test067,rif,0,4.2.1.1.1.1.1.1.i1
4616,Test012,rif,0,4.2.1.1.1.1.1.1.i1
4759,Test039,rif,0,4.2.1.1.1.1.1.1.i1
5136,Test155,rif,0,4.2.1.1.1.1.1.1.i1
10206,ERR257895,rif,0,4.2.1.1.1.1.1.1.i1
12013,Test871,rif,0,4.2.1.1.1.1.1.1.i1
12312,ERR257901,rif,0,4.2.1.1.1.1.1.1.i1
12663,S0186_C,rif,0,4.2.1.1.1.1.1.1.i1
12845,S0201_C,rif,0,4.2.1.1.1.1.1.1.i1
14964,TEST0012,rif,0,4.2.1.1.1.1.1.1.i1
16082,TEST0250,rif,0,4.2.1.1.1.1.1.1.i1
32813,MFS-27_lib45957,rif,0,4.2.1.1.1.1.1.1.i1
32826,MFS-117_lib47296,rif,0,4.2.1.1.1.1.1.1.i1
36856,Test1111,rif,0,4.2.1.1.1.1.1.1.i1
37025,Test1170,rif,0,4.2.1.1.1.1.1.1.i1
37194,Test1136,rif,0,4.2.1.1.1.1.1.1.i1
37350,Test1161,rif,0,4.2.1.1.1.1.1.1.i1
37428,Test1120,rif,0,4.2.1.1.1.1.1.1.i1
37480,Test1157,rif,0,4.2.1.1.1.1.1.1.i1
37558,Test1169,rif,0,4.2.1.1.1.1.1.1.i1
37636,Test1174,rif,0,4.2.1.1.1.1.1.1.i1
37662,Test1198,rif,0,4.2.1.1.1.1.1.1.i1
37792,Test1118,rif,0,4.2.1.1.1.1.1.1.i1
37935,Test1172,rif,0,4.2.1.1.1.1.1.1.i1
40379,TEST0273,rif,0,4.2.1.1.1.1.1.1.i1
56915,S0186_01,rif,0,4.2.1.1.1.1.1.1.i1
57071,Test1475,rif,0,4.2.1.1.1.1.1.1.i1
57669,Test1494,rif,0,4.2.1.1.1.1.1.1.i1
57890,Test1496,rif,0,4.2.1.1.1.1.1.1.i1
57942,Test1473,rif,0,4.2.1.1.1.1.1.1.i1
58059,Test1500,rif,0,4.2.1.1.1.1.1.1.i1
60633,Test250,rif,0,4.2.1.1.1.1.1.1.i1
61231,Test273,rif,0,4.2.1.1.1.1.1.1.i1
65105,S0047_C,rif,0,4.2.1.1.1.1.1.1.i1
76792,Test713,rif,0,4.2.1.1.1.1.1.1.i1
77013,Test736,rif,0,4.2.1.1.1.1.1.1.i1
78703,ERR023195,rif,0,4.2.1.1.1.1.1.1.i1
78937,TB-444-2998-18_S32_R.all,rif,0,4.2.1.1.1.1.1.1.i1
78976,TB-DNA0344_S201_R.all,rif,0,4.2.1.1.1.1.1.1.i1
82083,Italian2,rif,0,4.2.1.1.1.1.1.1.i1
83396,Test330,rif,0,4.2.1.1.1.1.1.1.i1
84085,Test370,rif,0,4.2.1.1.1.1.1.1.i1
85398,Test1291,rif,0,4.2.1.1.1.1.1.1.i1
86100,Test1237,rif,0,4.2.1.1.1.1.1.1.i1
86256,Test1236,rif,0,4.2.1.1.1.1.1.1.i1
90117,Test1364,rif,0,4.2.1.1.1.1.1.1.i1
90793,Test1397,rif,0,4.2.1.1.1.1.1.1.i1
90884,Test1353,rif,0,4.2.1.1.1.1.1.1.i1
91066,Test1362,rif,0,4.2.1.1.1.1.1.1.i1
91144,Test1360,rif,0,4.2.1.1.1.1.1.1.i1
92249,Test1057,rif,0,4.2.1.1.1.1.1.1.i1
92509,Test1006,rif,0,4.2.1.1.1.1.1.1.i1
92574,Test1004,rif,0,4.2.1.1.1.1.1.1.i1
97410,Test992,rif,0,4.2.1.1.1.1.1.1.i1
97631,Test935,rif,0,4.2.1.1.1.1.1.1.i1
97722,Test919,rif,0,4.2.1.1.1.1.1.1.i1
97956,Test928,rif,0,4.2.1.1.1.1.1.1.i1
98086,Test934,rif,0,4.2.1.1.1.1.1.1.i1
98177,Test915,rif,0,4.2.1.1.1.1.1.1.i1
98268,Test982,rif,0,4.2.1.1.1.1.1.1.i1
98281,Test966,rif,0,4.2.1.1.1.1.1.1.i1
98528,Test983,rif,0,4.2.1.1.1.1.1.1.i1
98541,Test973,rif,0,4.2.1.1.1.1.1.1.i1
98632,Test997,rif,0,4.2.1.1.1.1.1.1.i1
100439,Test499,rif,0,4.2.1.1.1.1.1.1.i1
100569,Test425,rif,0,4.2.1.1.1.1.1.1.i1
5019,Test200,rif,1,4.2.1.1.1.1.1.1.i1
5565,Test152,rif,1,4.2.1.1.1.1.1.1.i1
6150,Test126,rif,1,4.2.1.1.1.1.1.1.i1
8386,YA00128767,rif,1,4.2.1.1.1.1.1.1.i1
8451,YA00128770,rif,1,4.2.1.1.1.1.1.1.i1
12611,CS5624-LDJ7631-W1_L3_1.fq.sorted,rif,1,4.2.1.1.1.1.1.1.i1
15783,TEST0220,rif,1,4.2.1.1.1.1.1.1.i1
16147,TEST0215,rif,1,4.2.1.1.1.1.1.1.i1
36414,CS5599-LDJ7618-W1_L3_1.fq.sorted,rif,1,4.2.1.1.1.1.1.1.i1
36921,Test1104,rif,1,4.2.1.1.1.1.1.1.i1
37155,Test1192,rif,1,4.2.1.1.1.1.1.1.i1
37493,Test1140,rif,1,4.2.1.1.1.1.1.1.i1
37805,Test1117,rif,1,4.2.1.1.1.1.1.1.i1
37961,Test1114,rif,1,4.2.1.1.1.1.1.1.i1
39872,TEST0291,rif,1,4.2.1.1.1.1.1.1.i1
40106,TEST0252,rif,1,4.2.1.1.1.1.1.1.i1
40184,TEST0286,rif,1,4.2.1.1.1.1.1.1.i1
55069,TEST0200,rif,1,4.2.1.1.1.1.1.1.i1
57474,Test1403,rif,1,4.2.1.1.1.1.1.1.i1
60425,Test220,rif,1,4.2.1.1.1.1.1.1.i1
60451,Test252,rif,1,4.2.1.1.1.1.1.1.i1
60477,Test291,rif,1,4.2.1.1.1.1.1.1.i1
60815,Test286,rif,1,4.2.1.1.1.1.1.1.i1
61309,Test215,rif,1,4.2.1.1.1.1.1.1.i1
61335,115851,rif,1,4.2.1.1.1.1.1.1.i1
82096,Italian3,rif,1,4.2.1.1.1.1.1.1.i1
82109,Italian4,rif,1,4.2.1.1.1.1.1.1.i1
82122,Italian10,rif,1,4.2.1.1.1.1.1.1.i1
82135,Italian8,rif,1,4.2.1.1.1.1.1.1.i1
82148,Italian9,rif,1,4.2.1.1.1.1.1.1.i1
82161,Italian5,rif,1,4.2.1.1.1.1.1.1.i1
83630,Test373,rif,1,4.2.1.1.1.1.1.1.i1
83838,Test363,rif,1,4.2.1.1.1.1.1.1.i1
85021,CS5613-LDJ7626-W1_L3_1.fq.sorted,rif,1,4.2.1.1.1.1.1.1.i1
85528,Test1203,rif,1,4.2.1.1.1.1.1.1.i1
90533,Test1365,rif,1,4.2.1.1.1.1.1.1.i1
96955,Test501,rif,1,4.2.1.1.1.1.1.1.i1
98112,Test933,rif,1,4.2.1.1.1.1.1.1.i1
98359,Test958,rif,1,4.2.1.1.1.1.1.1.i1
100829,Test482,rif,1,4.2.1.1.1.1.1.1.i1
80744,QCECDC2021nr13,rif,0,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1"
75232,S0161_01,rif,0,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1"
82837,161_01_RefAl,rif,0,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1"
6410,Sample No 3213169.IonXpress_030.sorted,rif,0,4.2.1.1.1.1.1.1.i2
6475,Sample No 3212705.IonXpress_024.sorted,rif,0,4.2.1.1.1.1.1.1.i2
6488,Sample No 3213123.IonXpress_027.sorted,rif,0,4.2.1.1.1.1.1.1.i2
14938,merged_dr,rif,0,4.2.1.1.1.1.1.1.i2
31292,H37rv_S2_L001_R2_001.sorted,rif,0,4.2.1.1.1.1.1.1.i2
31305,H37rv_S2_L001_R1_001.sorted,rif,0,4.2.1.1.1.1.1.1.i2
32033,snps.filt,rif,0,4.2.1.1.1.1.1.1.i2
37974,Test1153,rif,0,4.2.1.1.1.1.1.1.i2
54770,Peru3422,rif,0,4.2.1.1.1.1.1.1.i2
57552,Test1499,rif,0,4.2.1.1.1.1.1.1.i2
75284,LOD4_S4_L001,rif,0,4.2.1.1.1.1.1.1.i2
79704,44,rif,0,4.2.1.1.1.1.1.1.i2
79912,38,rif,0,4.2.1.1.1.1.1.1.i2
79925,81,rif,0,4.2.1.1.1.1.1.1.i2
80237,39,rif,0,4.2.1.1.1.1.1.1.i2
80315,35,rif,0,4.2.1.1.1.1.1.1.i2
80380,37,rif,0,4.2.1.1.1.1.1.1.i2
80445,83,rif,0,4.2.1.1.1.1.1.1.i2
80614,41,rif,0,4.2.1.1.1.1.1.1.i2
