,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
0,amk,1.1(1/1),0.0,0,3
1,amk,"1.1(1/1),4(1/1)",0.0,0,1
2,amk,1.1.1.1.1(1/1),0.0,0,28
3,amk,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
4,amk,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
5,amk,1.1.1.2(1/1),0.0,0,55
6,amk,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
7,amk,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
8,amk,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
9,amk,1.1.2,0.0,0,2
10,amk,1.1.2(1/1),2.9940119760479043,5,162
11,amk,"1.1.2(1/1),2.2.1.1.1(1/1)",0.0,0,2
12,amk,"1.1.2(1/1),4(1/1)",0.0,0,1
13,amk,1.2.1.1.1(1/1),0.0,0,29
14,amk,1.2.1.1.2(1/1),0.0,0,7
15,amk,1.2.1.2(1/1),0.0,0,1
16,amk,"1.2.2(1/1),4(1/1)",0.0,0,2
17,amk,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
18,amk,1.2.2.1,0.0,0,2
19,amk,1.2.2.1(1/1),0.0,0,72
20,amk,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
21,amk,"1.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,1
22,amk,"1.2.2.1(1/1),4(1/1)",0.0,0,1
23,amk,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
24,amk,1.2.2.2,0.0,0,15
25,amk,1.2.2.2(1/1),0.0,0,4
26,amk,2.1(1/1),20.0,1,4
27,amk,2.2.1,0.0,0,1
28,amk,2.2.1(1/1),0.0,0,2
29,amk,2.2.1.1(1/1),0.0,0,2
30,amk,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,3
31,amk,"2.2.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
32,amk,2.2.1.1.1,8.695652173913043,2,21
33,amk,2.2.1.1.1(1/1),5.091217649554518,120,2237
34,amk,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",100.0,1,0
35,amk,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
36,amk,"2.2.1.1.1(1/1),4(1/1)",50.0,1,1
37,amk,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
38,amk,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
39,amk,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
40,amk,2.2.1.1.1.i1(1/1),0.0,0,9
41,amk,2.2.1.1.1.i2(1/1),20.0,2,8
42,amk,2.2.1.1.1.i3(1/1),4.263565891472868,33,741
43,amk,2.2.1.1.2,0.0,0,1
44,amk,2.2.1.1.2(1/1),1.3513513513513513,1,73
45,amk,2.2.1.2(1/1),57.142857142857146,4,3
46,amk,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
47,amk,2.2.2,80.3921568627451,41,10
48,amk,2.2.2(1/1),43.5,87,113
49,amk,"2.2.2(1/1),3.2.2(1/1)",0.0,0,1
50,amk,"2.2.2,2.2.1.1.1",0.0,0,1
51,amk,3(1/1),0.0,0,3
52,amk,"3(1/1),4(1/1)",0.0,0,1
53,amk,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
54,amk,3.1(1/1),0.0,0,5
55,amk,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
56,amk,3.1.1,0.0,0,3
57,amk,3.1.1(1/1),11.023622047244094,28,226
58,amk,"3.1.1(1/1),2.2.1.1.1(1/1)",66.66666666666667,2,1
59,amk,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
60,amk,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
61,amk,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",0.0,0,1
62,amk,3.1.1.i1,0.0,0,1
63,amk,3.1.1.i1(1/1),0.0,0,27
64,amk,3.1.1.i2(1/1),4.3478260869565215,2,44
65,amk,3.1.2(1/1),0.0,0,4
66,amk,3.2(1/1),0.0,0,1
67,amk,3.2.1(1/1),0.0,0,2
68,amk,3.2.2(1/1),0.0,0,4
69,amk,4,0.0,0,1
70,amk,4(1/1),4.615384615384615,3,62
71,amk,4.1(1/1),0.0,0,1
72,amk,4.1.i1.1.1(1/1),0.0,0,2
73,amk,4.1.i1.1.1.1,0.0,0,9
74,amk,4.1.i1.1.1.1(1/1),3.2064128256513027,16,483
75,amk,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,5
76,amk,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,3
77,amk,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,3
78,amk,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
79,amk,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
80,amk,4.1.i1.1.1.2(1/1),0.0,0,7
81,amk,4.1.i1.1.2(1/1),0.0,0,5
82,amk,4.1.i1.2.1,0.0,0,31
83,amk,4.1.i1.2.1(1/1),7.070707070707071,14,184
84,amk,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
85,amk,4.1.i1.2.2(1/1),0.0,0,5
86,amk,4.1.i2.1(1/1),0.0,0,21
87,amk,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
88,amk,4.1.i2.2(1/1),0.0,0,2
89,amk,4.2.1.1.1.1.1.1.i1,0.0,0,4
90,amk,4.2.1.1.1.1.1.1.i1(1/1),2.1696252465483234,11,496
91,amk,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
92,amk,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
93,amk,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
94,amk,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",0.0,0,1
95,amk,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
96,amk,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
97,amk,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
98,amk,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
99,amk,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
100,amk,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",0.0,0,1
101,amk,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
102,amk,4.2.1.1.1.1.1.1.i2,0.0,0,13
103,amk,4.2.1.1.1.1.1.1.i2(1/1),3.3333333333333335,3,87
104,amk,4.2.1.1.1.1.1.2(1/1),0.0,0,1
105,amk,4.2.1.1.1.1.2(1/1),5.555555555555555,2,34
106,amk,4.2.1.1.1.2.1.1.1.1.1(1/1),0.0,0,21
107,amk,4.2.1.1.1.2.1.1.1.1.2(1/1),10.0,1,9
108,amk,4.2.1.1.1.2.1.1.2(1/1),0.0,0,29
109,amk,4.2.1.1.1.2.1.2(1/1),0.0,0,2
110,amk,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
111,amk,4.2.1.1.1.2.2.1.1.1.1(1/1),0.0,0,8
112,amk,4.2.1.1.1.2.2.1.1.1.2(1/1),0.0,0,8
113,amk,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
114,amk,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
115,amk,4.2.1.1.1.2.2.1.2(1/1),12.5,1,7
116,amk,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",0.0,0,1
117,amk,4.2.1.1.1.2.2.2(1/1),0.0,0,1
118,amk,4.2.1.1.2,0.0,0,1
119,amk,4.2.1.1.2(1/1),0.0,0,128
120,amk,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
121,amk,4.2.1.2.1.1(1/1),0.0,0,1
122,amk,4.2.1.2.1.1.i1,0.0,0,6
123,amk,4.2.1.2.1.1.i1(1/1),5.555555555555555,7,119
124,amk,4.2.1.2.1.1.i2,0.0,0,1
125,amk,4.2.1.2.1.1.i2(1/1),0.0,0,9
126,amk,4.2.1.2.1.1.i3(1/1),0.0,0,1
127,amk,4.2.1.2.1.1.i3.1,11.11111111111111,1,8
128,amk,4.2.1.2.1.1.i3.1(1/1),17.91044776119403,24,110
129,amk,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
130,amk,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
131,amk,4.2.1.2.1.1.i3.2,0.0,0,2
132,amk,4.2.1.2.1.1.i3.2(1/1),2.7522935779816513,3,106
133,amk,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
134,amk,4.2.1.2.1.1.i4.1,7.6923076923076925,2,24
135,amk,4.2.1.2.1.1.i4.1(1/1),13.761467889908257,75,470
136,amk,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
137,amk,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
138,amk,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
139,amk,4.2.1.2.1.1.i4.2(1/1),16.666666666666668,1,5
140,amk,4.2.1.2.1.2(1/1),0.0,0,4
141,amk,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
142,amk,4.2.1.2.2.1(1/1),0.0,0,3
143,amk,4.2.1.2.2.1.1,0.0,0,19
144,amk,4.2.1.2.2.1.1(1/1),1.5625,2,126
145,amk,4.2.1.2.2.1.2,0.0,0,2
146,amk,4.2.1.2.2.1.2(1/1),0.0,0,22
147,amk,4.2.1.2.2.2(1/1),0.78125,1,127
148,amk,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
149,amk,4.2.2(1/1),20.0,6,24
150,amk,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
151,amk,4.2.2.1,0.0,0,2
152,amk,4.2.2.1(1/1),0.0,0,27
153,amk,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
154,amk,4.2.2.2.1(1/1),2.0050125313283207,8,391
155,amk,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
156,amk,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,9
157,amk,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
158,amk,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
159,amk,4.2.2.2.2(1/1),0.0,0,159
160,amk,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,2
161,amk,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
162,amk,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
163,amk,5(1/1),0.0,0,1
164,amk,6(1/1),0.0,0,5
165,amk,nan,0.0,0,28
166,amk,unfilled,5.405405405405405,4,70
167,cap,1.1(1/1),0.0,0,3
168,cap,"1.1(1/1),4(1/1)",0.0,0,1
169,cap,1.1.1.1.1(1/1),0.0,0,28
170,cap,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
171,cap,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
172,cap,1.1.1.2(1/1),0.0,0,55
173,cap,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
174,cap,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
175,cap,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
176,cap,1.1.2,0.0,0,2
177,cap,1.1.2(1/1),3.592814371257485,6,161
178,cap,"1.1.2(1/1),2.2.1.1.1(1/1)",0.0,0,2
179,cap,"1.1.2(1/1),4(1/1)",0.0,0,1
180,cap,1.2.1.1.1(1/1),6.896551724137931,2,27
181,cap,1.2.1.1.2(1/1),0.0,0,7
182,cap,1.2.1.2(1/1),0.0,0,1
183,cap,"1.2.2(1/1),4(1/1)",0.0,0,2
184,cap,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
185,cap,1.2.2.1,0.0,0,2
186,cap,1.2.2.1(1/1),0.0,0,72
187,cap,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
188,cap,"1.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,1
189,cap,"1.2.2.1(1/1),4(1/1)",0.0,0,1
190,cap,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
191,cap,1.2.2.2,0.0,0,15
192,cap,1.2.2.2(1/1),0.0,0,4
193,cap,2.1(1/1),20.0,1,4
194,cap,2.2.1,0.0,0,1
195,cap,2.2.1(1/1),0.0,0,2
196,cap,2.2.1.1(1/1),0.0,0,2
197,cap,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,3
198,cap,"2.2.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
199,cap,2.2.1.1.1,8.695652173913043,2,21
200,cap,2.2.1.1.1(1/1),5.260924904539669,124,2233
201,cap,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",100.0,1,0
202,cap,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
203,cap,"2.2.1.1.1(1/1),4(1/1)",50.0,1,1
204,cap,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
205,cap,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
206,cap,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
207,cap,2.2.1.1.1.i1(1/1),0.0,0,9
208,cap,2.2.1.1.1.i2(1/1),20.0,2,8
209,cap,2.2.1.1.1.i3(1/1),4.263565891472868,33,741
210,cap,2.2.1.1.2,0.0,0,1
211,cap,2.2.1.1.2(1/1),1.3513513513513513,1,73
212,cap,2.2.1.2(1/1),57.142857142857146,4,3
213,cap,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
214,cap,2.2.2,80.3921568627451,41,10
215,cap,2.2.2(1/1),44.5,89,111
216,cap,"2.2.2(1/1),3.2.2(1/1)",0.0,0,1
217,cap,"2.2.2,2.2.1.1.1",0.0,0,1
218,cap,3(1/1),0.0,0,3
219,cap,"3(1/1),4(1/1)",0.0,0,1
220,cap,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
221,cap,3.1(1/1),0.0,0,5
222,cap,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
223,cap,3.1.1,0.0,0,3
224,cap,3.1.1(1/1),11.811023622047244,30,224
225,cap,"3.1.1(1/1),2.2.1.1.1(1/1)",66.66666666666667,2,1
226,cap,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
227,cap,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
228,cap,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",0.0,0,1
229,cap,3.1.1.i1,0.0,0,1
230,cap,3.1.1.i1(1/1),0.0,0,27
231,cap,3.1.1.i2(1/1),4.3478260869565215,2,44
232,cap,3.1.2(1/1),0.0,0,4
233,cap,3.2(1/1),0.0,0,1
234,cap,3.2.1(1/1),0.0,0,2
235,cap,3.2.2(1/1),0.0,0,4
236,cap,4,0.0,0,1
237,cap,4(1/1),53.84615384615385,35,30
238,cap,4.1(1/1),0.0,0,1
239,cap,4.1.i1.1.1(1/1),0.0,0,2
240,cap,4.1.i1.1.1.1,0.0,0,9
241,cap,4.1.i1.1.1.1(1/1),3.406813627254509,17,482
242,cap,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,5
243,cap,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,3
244,cap,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,3
245,cap,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
246,cap,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
247,cap,4.1.i1.1.1.2(1/1),14.285714285714286,1,6
248,cap,4.1.i1.1.2(1/1),0.0,0,5
249,cap,4.1.i1.2.1,0.0,0,31
250,cap,4.1.i1.2.1(1/1),7.575757575757576,15,183
251,cap,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
252,cap,4.1.i1.2.2(1/1),0.0,0,5
253,cap,4.1.i2.1(1/1),0.0,0,21
254,cap,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
255,cap,4.1.i2.2(1/1),0.0,0,2
256,cap,4.2.1.1.1.1.1.1.i1,0.0,0,4
257,cap,4.2.1.1.1.1.1.1.i1(1/1),2.5641025641025643,13,494
258,cap,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
259,cap,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
260,cap,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
261,cap,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",0.0,0,1
262,cap,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
263,cap,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
264,cap,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
265,cap,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
266,cap,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
267,cap,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",0.0,0,1
268,cap,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
269,cap,4.2.1.1.1.1.1.1.i2,0.0,0,13
270,cap,4.2.1.1.1.1.1.1.i2(1/1),4.444444444444445,4,86
271,cap,4.2.1.1.1.1.1.2(1/1),0.0,0,1
272,cap,4.2.1.1.1.1.2(1/1),5.555555555555555,2,34
273,cap,4.2.1.1.1.2.1.1.1.1.1(1/1),0.0,0,21
274,cap,4.2.1.1.1.2.1.1.1.1.2(1/1),10.0,1,9
275,cap,4.2.1.1.1.2.1.1.2(1/1),0.0,0,29
276,cap,4.2.1.1.1.2.1.2(1/1),0.0,0,2
277,cap,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
278,cap,4.2.1.1.1.2.2.1.1.1.1(1/1),0.0,0,8
279,cap,4.2.1.1.1.2.2.1.1.1.2(1/1),12.5,1,7
280,cap,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
281,cap,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
282,cap,4.2.1.1.1.2.2.1.2(1/1),12.5,1,7
283,cap,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",0.0,0,1
284,cap,4.2.1.1.1.2.2.2(1/1),0.0,0,1
285,cap,4.2.1.1.2,0.0,0,1
286,cap,4.2.1.1.2(1/1),0.0,0,128
287,cap,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
288,cap,4.2.1.2.1.1(1/1),0.0,0,1
289,cap,4.2.1.2.1.1.i1,0.0,0,6
290,cap,4.2.1.2.1.1.i1(1/1),5.555555555555555,7,119
291,cap,4.2.1.2.1.1.i2,0.0,0,1
292,cap,4.2.1.2.1.1.i2(1/1),0.0,0,9
293,cap,4.2.1.2.1.1.i3(1/1),0.0,0,1
294,cap,4.2.1.2.1.1.i3.1,11.11111111111111,1,8
295,cap,4.2.1.2.1.1.i3.1(1/1),17.91044776119403,24,110
296,cap,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
297,cap,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
298,cap,4.2.1.2.1.1.i3.2,0.0,0,2
299,cap,4.2.1.2.1.1.i3.2(1/1),2.7522935779816513,3,106
300,cap,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
301,cap,4.2.1.2.1.1.i4.1,7.6923076923076925,2,24
302,cap,4.2.1.2.1.1.i4.1(1/1),13.761467889908257,75,470
303,cap,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
304,cap,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
305,cap,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
306,cap,4.2.1.2.1.1.i4.2(1/1),16.666666666666668,1,5
307,cap,4.2.1.2.1.2(1/1),0.0,0,4
308,cap,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
309,cap,4.2.1.2.2.1(1/1),0.0,0,3
310,cap,4.2.1.2.2.1.1,0.0,0,19
311,cap,4.2.1.2.2.1.1(1/1),1.5625,2,126
312,cap,4.2.1.2.2.1.2,0.0,0,2
313,cap,4.2.1.2.2.1.2(1/1),0.0,0,22
314,cap,4.2.1.2.2.2(1/1),0.78125,1,127
315,cap,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
316,cap,4.2.2(1/1),20.0,6,24
317,cap,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
318,cap,4.2.2.1,0.0,0,2
319,cap,4.2.2.1(1/1),0.0,0,27
320,cap,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
321,cap,4.2.2.2.1(1/1),2.0050125313283207,8,391
322,cap,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
323,cap,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,9
324,cap,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
325,cap,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
326,cap,4.2.2.2.2(1/1),0.0,0,159
327,cap,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,2
328,cap,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
329,cap,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
330,cap,5(1/1),0.0,0,1
331,cap,6(1/1),0.0,0,5
332,cap,nan,3.5714285714285716,1,27
333,cap,unfilled,5.405405405405405,4,70
334,cip,1.1(1/1),0.0,0,3
335,cip,"1.1(1/1),4(1/1)",0.0,0,1
336,cip,1.1.1.1.1(1/1),7.142857142857143,2,26
337,cip,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
338,cip,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
339,cip,1.1.1.2(1/1),0.0,0,55
340,cip,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
341,cip,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
342,cip,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
343,cip,1.1.2,0.0,0,2
344,cip,1.1.2(1/1),4.191616766467066,7,160
345,cip,"1.1.2(1/1),2.2.1.1.1(1/1)",50.0,1,1
346,cip,"1.1.2(1/1),4(1/1)",0.0,0,1
347,cip,1.2.1.1.1(1/1),0.0,0,29
348,cip,1.2.1.1.2(1/1),0.0,0,7
349,cip,1.2.1.2(1/1),0.0,0,1
350,cip,"1.2.2(1/1),4(1/1)",0.0,0,2
351,cip,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
352,cip,1.2.2.1,0.0,0,2
353,cip,1.2.2.1(1/1),4.166666666666667,3,69
354,cip,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
355,cip,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
356,cip,"1.2.2.1(1/1),4(1/1)",0.0,0,1
357,cip,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
358,cip,1.2.2.2,0.0,0,15
359,cip,1.2.2.2(1/1),0.0,0,4
360,cip,2.1(1/1),40.0,2,3
361,cip,2.2.1,0.0,0,1
362,cip,2.2.1(1/1),0.0,0,2
363,cip,2.2.1.1(1/1),0.0,0,2
364,cip,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",33.333333333333336,1,2
365,cip,"2.2.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
366,cip,2.2.1.1.1,34.78260869565217,8,15
367,cip,2.2.1.1.1(1/1),12.982605006364022,306,2051
