,ID,Drug,Resistant,Lineage
17715,TB-333-2475-19_S36_R.all,cip,0,4.3.4.1
18131,TB-222-7341-18_S114_R.all,cip,0,4.3.4.1
18183,TB-333-967-19_S38_R.all,cip,0,4.3.4.1
18976,TB-333-2494-19_S4_R.all,cip,0,4.3.4.1
19912,TB-222-5271-18_S32_R.all,cip,0,4.3.4.1
21888,TB-333-1392-19_S39_R.all,cip,0,4.3.4.1
21992,TB-333-3288-19_S56_R.all,cip,0,4.3.4.1
23253,TB-222-2397-18-138_S42_R.all,cip,0,4.3.4.1
23981,TB-222-2397-18-138_S104_R.all,cip,0,4.3.4.1
34888,1733.10477_sus,cip,0,4.3.4.1
41284,TB-111-5582-19_S117_R.all,cip,0,4.3.4.1
41479,TB-111-7963-18_S94_R.all,cip,0,4.3.4.1
41596,TB-111-20629-18_S43_R.all,cip,0,4.3.4.1
41687,TB-111-5271-18_S91_R.all,cip,0,4.3.4.1
41817,TB-111-12692-18_S141_R.all,cip,0,4.3.4.1
42025,TB-111-612-19_S258_R.all,cip,0,4.3.4.1
42935,TB-111-17648-18_S48_R.all,cip,0,4.3.4.1
43338,TB-111-6763-19_S81_R.all,cip,0,4.3.4.1
44170,TB-111-20718-18_S18_R.all,cip,0,4.3.4.1
45093,TB-111-12411-18_S82_R.all,cip,0,4.3.4.1
45756,TB-111-854-19_S157_R.all,cip,0,4.3.4.1
46497,TB-111-7871-18_S11_R.all,cip,0,4.3.4.1
46627,TB-111-16049-18-138_S91_R.all,cip,0,4.3.4.1
47485,TB-111-6592-19_S105_R.all,cip,0,4.3.4.1
47628,TB-111-15791-19_S81_R.all,cip,0,4.3.4.1
48460,TB-111-8372-18_S55_R.all,cip,0,4.3.4.1
49500,TB-111-1310-18_S263_R.all,cip,0,4.3.4.1
49851,TB-111-8553-19-138_S86_R.all,cip,0,4.3.4.1
50189,TB-111-16049-18-138_S36_R.all,cip,0,4.3.4.1
50215,TB-111-15614-18-138_S120_R.all,cip,0,4.3.4.1
50527,TB-111-15138-19_S24_R.all,cip,0,4.3.4.1
50631,TB-111-3075-19-138_S97_R.all,cip,0,4.3.4.1
50930,TB-444-2441-19_S8_R.all,cip,0,4.3.4.1
51385,TB-111-8532-19_S112_R.all,cip,0,4.3.4.1
51697,TB-111-18419-18_S104_R.all,cip,0,4.3.4.1
51827,TB-111-4901-19_S104_R.all,cip,0,4.3.4.1
52555,TB-111-12543-18_S72_R.all,cip,0,4.3.4.1
52906,TB-111-11251-18_S19_R.all,cip,0,4.3.4.1
54895,Peru3425_R1,cip,0,4.3.4.1
55701,1733.3810_sus,cip,0,4.3.4.1
56026,1447452.3_sus,cip,0,4.3.4.1
64255,1733.7492_res,cip,0,4.3.4.1
79153,TB-MoldovaSeq-DNA0295-1229_S298_ndc,cip,0,4.3.4.1
79491,TB-111-16603-18_S112_R.all,cip,0,4.3.4.1
81974,NLA000016764,cip,0,4.3.4.1
82754,Peru5455,cip,0,4.3.4.1
84639,TB-MoldovaSeq-DNA150-1287_S151_ndc,cip,0,4.3.4.1
84912,TB-MoldovaSeq-DNA143-1251_S144_ndc,cip,0,4.3.4.1
93856,TB-MoldovaSeq-DNA094-596_S94_ndc,cip,0,4.3.4.1
99043,1773.18345_res,cip,0,4.3.4.1
99446,1773.18569_res,cip,0,4.3.4.1
99485,1773.18306_res,cip,0,4.3.4.1
99524,1773.18329_res,cip,0,4.3.4.1
101383,1773.18601_sus,cip,0,4.3.4.1
104217,TB-111-22470-18F-138_S141_R.all,cip,0,4.3.4.1
104269,TB-111-23511-18F-138_S138_R.all,cip,0,4.3.4.1
104594,TB-111-18651-19_S19_R.all,cip,0,4.3.4.1
105543,TB-111-23081-18F_S38_R.all,cip,0,4.3.4.1
7991,1773.18370_res,cip,1,4.3.4.1
1686,1773.18418_sus,cip,0,4.3.4.2
1712,1773.18453_sus,cip,0,4.3.4.2
1790,1773.18529_sus,cip,0,4.3.4.2
1816,1773.18507_sus,cip,0,4.3.4.2
1855,1773.18586_sus,cip,0,4.3.4.2
1868,1773.18546_sus,cip,0,4.3.4.2
1946,1773.18510_sus,cip,0,4.3.4.2
1972,1773.18498_sus,cip,0,4.3.4.2
2063,1773.18412_sus,cip,0,4.3.4.2
2297,1773.18470_sus,cip,0,4.3.4.2
2440,1773.18500_sus,cip,0,4.3.4.2
2453,1408926.4_sus,cip,0,4.3.4.2
2505,1773.18464_sus,cip,0,4.3.4.2
2518,1438887.3_sus,cip,0,4.3.4.2
2635,1773.18520_sus,cip,0,4.3.4.2
2687,1773.18442_sus,cip,0,4.3.4.2
2752,1773.18515_sus,cip,0,4.3.4.2
2908,1773.18484_sus,cip,0,4.3.4.2
2947,1773.18570_sus,cip,0,4.3.4.2
3025,1773.18487_sus,cip,0,4.3.4.2
3129,1773.18429_sus,cip,0,4.3.4.2
6587,1773.18587_res,cip,0,4.3.4.2
6639,1773.18533_res,cip,0,4.3.4.2
6652,1773.18492_res,cip,0,4.3.4.2
6730,1773.18559_res,cip,0,4.3.4.2
7094,1773.18566_res,cip,0,4.3.4.2
7146,1773.18455_res,cip,0,4.3.4.2
7185,1773.18562_res,cip,0,4.3.4.2
7263,1773.18523_res,cip,0,4.3.4.2
7549,1773.18452_res,cip,0,4.3.4.2
7627,1773.18532_res,cip,0,4.3.4.2
7653,1773.18473_res,cip,0,4.3.4.2
7757,1773.18479_res,cip,0,4.3.4.2
7887,1773.18543_res,cip,0,4.3.4.2
7939,1773.18577_res,cip,0,4.3.4.2
7952,1773.18467_res,cip,0,4.3.4.2
10760,1408973.4_sus,cip,0,4.3.4.2
14166,TB_S106_final_variants,cip,0,4.3.4.2
14179,TB_S70_final_variants,cip,0,4.3.4.2
14894,03R0319,cip,0,4.3.4.2
24865,1773.18444_res,cip,0,4.3.4.2
24878,1773.18579_res,cip,0,4.3.4.2
24917,1773.18414_res,cip,0,4.3.4.2
24982,1773.18506_res,cip,0,4.3.4.2
32535,1448508.3_sus,cip,0,4.3.4.2
35616,1733.2297_sus,cip,0,4.3.4.2
53335,TB-111-13492-18_S78_R.all,cip,0,4.3.4.2
54973,TSVC_variants_IonXpress_025,cip,0,4.3.4.2
56663,1733.10897_sus,cip,0,4.3.4.2
59263,1422012.3_res,cip,0,4.3.4.2
62344,1733.7540_res,cip,0,4.3.4.2
62747,IDR1200002066,cip,0,4.3.4.2
62760,Peru3411,cip,0,4.3.4.2
62851,1809,cip,0,4.3.4.2
62864,TDR6S133L002,cip,0,4.3.4.2
63943,1733.7128_res,cip,0,4.3.4.2
78126,TSVC_variants_3214721_025,cip,0,4.3.4.2
98835,1773.18552_res,cip,0,4.3.4.2
98913,1773.18516_res,cip,0,4.3.4.2
98926,1773.18519_res,cip,0,4.3.4.2
99069,1773.18561_res,cip,0,4.3.4.2
99108,1773.18471_res,cip,0,4.3.4.2
99368,1773.18449_res,cip,0,4.3.4.2
99511,1773.18551_res,cip,0,4.3.4.2
101604,1422012.3_sus,cip,0,4.3.4.2
101721,1773.18638_sus,cip,0,4.3.4.2
6561,1773.18509_res,cip,1,4.3.4.2
6769,1773.18534_res,cip,1,4.3.4.2
6782,1773.18443_res,cip,1,4.3.4.2
6834,1773.18437_res,cip,1,4.3.4.2
6990,1773.18511_res,cip,1,4.3.4.2
7250,1773.18558_res,cip,1,4.3.4.2
7315,1773.18466_res,cip,1,4.3.4.2
7341,1773.18459_res,cip,1,4.3.4.2
7367,1773.18499_res,cip,1,4.3.4.2
7406,1773.18518_res,cip,1,4.3.4.2
7588,1773.18549_res,cip,1,4.3.4.2
10435,1773.18659_sus,cip,1,4.3.4.2
52984,TB-111-14056-18_S88_R.all,cip,1,4.3.4.2
62812,01R0276,cip,1,4.3.4.2
64762,1733.7384_res,cip,1,4.3.4.2
78555,1773.18366_res,cip,1,4.3.4.2
78646,1773.18339_res,cip,1,4.3.4.2
98861,1773.18428_res,cip,1,4.3.4.2
99017,1773.18563_res,cip,1,4.3.4.2
99602,1773.18567_res,cip,1,4.3.4.2
1894,1773.18476_sus,cip,0,4.3.4.2.1
2167,1408975.4_sus,cip,0,4.3.4.2.1
2388,1773.18362_sus,cip,0,4.3.4.2.1
16506,1324292.3_sus,cip,0,4.3.4.2.1
25281,1733.3866_sus,cip,0,4.3.4.2.1
25671,1733.3730_sus,cip,0,4.3.4.2.1
33861,1733.1826_sus,cip,0,4.3.4.2.1
59757,1422075.3_res,cip,0,4.3.4.2.1
61577,1733.7256_res,cip,0,4.3.4.2.1
81636,1295795.3_sus,cip,0,4.3.4.2.1
101461,1422064.3_sus,cip,0,4.3.4.2.1
102800,1733.6139_res,cip,0,4.3.4.2.1
99199,1773.20471_res,cip,1,4.3.4.2.1
28466,X2562_ano_flt,cip,0,4.4
2323,1408941.4_sus,cip,0,4.4.1.1
2817,1438890.3_sus,cip,0,4.4.1.1
2843,1408924.4_sus,cip,0,4.4.1.1
10305,1324252.3_sus,cip,0,4.4.1.1
10344,1324235.3_sus,cip,0,4.4.1.1
10383,1773.20369_sus,cip,0,4.4.1.1
10734,1324225.3_sus,cip,0,4.4.1.1
14049,TB_S91_final_variants,cip,0,4.4.1.1
16415,1267357.3_sus,cip,0,4.4.1.1
16467,1295758.3_sus,cip,0,4.4.1.1
16545,1397919.3_sus,cip,0,4.4.1.1
16558,1324241.3_sus,cip,0,4.4.1.1
16571,1324274.3_sus,cip,0,4.4.1.1
16701,1397929.3_sus,cip,0,4.4.1.1
16870,1267361.3_sus,cip,0,4.4.1.1
18469,TB-222-6148-19_S246_R.all,cip,0,4.4.1.1
20874,TB-222-6381-19_S151_R.all,cip,0,4.4.1.1
22317,TB-222-6154-19_S245_R.all,cip,0,4.4.1.1
25294,1733.6462_sus,cip,0,4.4.1.1
25320,1733.6392_sus,cip,0,4.4.1.1
32379,1408911.4_sus,cip,0,4.4.1.1
32665,1295782.3_sus,cip,0,4.4.1.1
33341,1733.10448_sus,cip,0,4.4.1.1
33484,1733.10036_sus,cip,0,4.4.1.1
33913,1733.3362_sus,cip,0,4.4.1.1
34056,1733.1652_sus,cip,0,4.4.1.1
34277,1733.11107_sus,cip,0,4.4.1.1
36045,1733.1584_sus,cip,0,4.4.1.1
36344,SAMEA2533548,cip,0,4.4.1.1
36383,Peru4611,cip,0,4.4.1.1
54141,1267357.3_res,cip,0,4.4.1.1
54154,1324274.3_res,cip,0,4.4.1.1
54193,1397916.3_res,cip,0,4.4.1.1
54349,1295790.3_res,cip,0,4.4.1.1
54570,1324232.3_res,cip,0,4.4.1.1
55532,1733.10126_sus,cip,0,4.4.1.1
55675,1733.10070_sus,cip,0,4.4.1.1
55714,1733.10054_sus,cip,0,4.4.1.1
55753,1733.10465_sus,cip,0,4.4.1.1
55896,1733.10161_sus,cip,0,4.4.1.1
55909,1397939.3_sus,cip,0,4.4.1.1
56416,1733.10412_sus,cip,0,4.4.1.1
56455,1773.15160_sus,cip,0,4.4.1.1
56637,1733.10140_sus,cip,0,4.4.1.1
56650,1733.10458_sus,cip,0,4.4.1.1
56676,1733.2127_sus,cip,0,4.4.1.1
56793,1733.10236_sus,cip,0,4.4.1.1
58548,1422018.3_res,cip,0,4.4.1.1
58899,1418253.3_res,cip,0,4.4.1.1
58938,1448471.3_res,cip,0,4.4.1.1
58964,1448505.3_res,cip,0,4.4.1.1
59081,1324251.3_res,cip,0,4.4.1.1
59159,1397868.3_res,cip,0,4.4.1.1
59289,1421982.3_res,cip,0,4.4.1.1
59432,1421970.3_res,cip,0,4.4.1.1
61447,1733.6352_res,cip,0,4.4.1.1
61551,1733.8631_res,cip,0,4.4.1.1
62110,1733.8599_res,cip,0,4.4.1.1
62500,1733.8649_res,cip,0,4.4.1.1
62942,1733.6754_res,cip,0,4.4.1.1
63111,1733.8416_res,cip,0,4.4.1.1
63215,1733.8589_res,cip,0,4.4.1.1
64229,1733.8558_res,cip,0,4.4.1.1
64567,1733.8633_res,cip,0,4.4.1.1
64697,1733.8399_res,cip,0,4.4.1.1
78516,1295758.3_res,cip,0,4.4.1.1
78581,1773.18214_res,cip,0,4.4.1.1
81259,1397937.3_sus,cip,0,4.4.1.1
81402,1397916.3_sus,cip,0,4.4.1.1
81441,1324232.3_sus,cip,0,4.4.1.1
81493,1324271.3_sus,cip,0,4.4.1.1
82572,1438863.3_res,cip,0,4.4.1.1
94233,TB-MoldovaSeq-DNA0228-4337_S38_ndc,cip,0,4.4.1.1
98900,1422100.3_res,cip,0,4.4.1.1
99277,1397925.3_res,cip,0,4.4.1.1
99342,1397934.3_res,cip,0,4.4.1.1
101097,1422055.3_sus,cip,0,4.4.1.1
101149,1422040.3_sus,cip,0,4.4.1.1
101266,1421993.3_sus,cip,0,4.4.1.1
101318,1422084.3_sus,cip,0,4.4.1.1
101435,1421990.3_sus,cip,0,4.4.1.1
101552,1422018.3_sus,cip,0,4.4.1.1
101643,1422054.3_sus,cip,0,4.4.1.1
101669,1422022.3_sus,cip,0,4.4.1.1
102085,1733.1621_res,cip,0,4.4.1.1
103164,1324267.3_res,cip,0,4.4.1.1
103450,1733.4067_res,cip,0,4.4.1.1
103606,1324252.3_res,cip,0,4.4.1.1
12567,IDR1500049548,cip,1,4.4.1.1
16805,1397924.3_sus,cip,1,4.4.1.1
59705,1448559.3_res,cip,1,4.4.1.1
34160,1733.11302_sus,cip,0,4.4.1.2
34563,1733.4871_sus,cip,0,4.4.1.2
35135,1733.11052_sus,cip,0,4.4.1.2
35317,1733.10305_sus,cip,0,4.4.1.2
35642,1733.10589_sus,cip,0,4.4.1.2
35850,1733.10992_sus,cip,0,4.4.1.2
55428,1733.10077_sus,cip,0,4.4.1.2
55584,1733.10323_sus,cip,0,4.4.1.2
56299,1733.10021_sus,cip,0,4.4.1.2
56312,1733.10487_sus,cip,0,4.4.1.2
56533,1733.10039_sus,cip,0,4.4.1.2
56624,1733.10184_sus,cip,0,4.4.1.2
8823,1773.21644_sus,cip,0,4.4.2
9252,1773.21664_sus,cip,0,4.4.2
9395,1773.21645_sus,cip,0,4.4.2
9486,1773.21662_sus,cip,0,4.4.2
9655,1773.21646_sus,cip,0,4.4.2
9785,1773.21640_sus,cip,0,4.4.2
9850,1773.21643_sus,cip,0,4.4.2
10058,1773.21678_sus,cip,0,4.4.2
16324,1400884.3_sus,cip,0,4.4.2
25762,X2680_ano_flt,cip,0,4.4.2
25814,X2728_ano_flt,cip,0,4.4.2
26425,X552_ano_flt,cip,0,4.4.2
26880,X2610_ano_flt,cip,0,4.4.2
27231,X2984_ano_flt,cip,0,4.4.2
27335,X2985_ano_flt,cip,0,4.4.2
27725,X2384_ano_flt,cip,0,4.4.2
27803,X5070_ano_flt,cip,0,4.4.2
27959,X2027_ano_flt,cip,0,4.4.2
28102,X2726_ano_flt,cip,0,4.4.2
28245,X2753_ano_flt,cip,0,4.4.2
28336,X2665_ano_flt,cip,0,4.4.2
28661,X2450_ano_flt,cip,0,4.4.2
28895,X2522_ano_flt,cip,0,4.4.2
29662,X2417_ano_flt,cip,0,4.4.2
29688,X2142_ano_flt,cip,0,4.4.2
29844,X2348_ano_flt,cip,0,4.4.2
30455,X2322_ano_flt,cip,0,4.4.2
30858,X2604_ano_flt,cip,0,4.4.2
32236,1400924.3_sus,cip,0,4.4.2
38671,1773.21650_sus,cip,0,4.4.2
38684,1773.21649_sus,cip,0,4.4.2
38710,1773.21667_sus,cip,0,4.4.2
38853,1773.21681_sus,cip,0,4.4.2
38957,1773.21658_sus,cip,0,4.4.2
62422,1733.9108_res,cip,0,4.4.2
62890,1773.21662_res,cip,0,4.4.2
64671,1733.8840_res,cip,0,4.4.2
64736,1773.21678_res,cip,0,4.4.2
65633,X164_ano_flt,cip,0,4.4.2
65711,X140_ano_flt,cip,0,4.4.2
66517,X2303_ano_flt,cip,0,4.4.2
66660,X469_ano_flt,cip,0,4.4.2
66738,X176_ano_flt,cip,0,4.4.2
66777,X947_ano_flt,cip,0,4.4.2
66803,X959_ano_flt,cip,0,4.4.2
66855,X904_ano_flt,cip,0,4.4.2
66933,X2251_ano_flt,cip,0,4.4.2
66959,X2160_ano_flt,cip,0,4.4.2
66998,X1139_ano_flt,cip,0,4.4.2
67349,X1248_ano_flt,cip,0,4.4.2
67401,X1841_ano_flt,cip,0,4.4.2
67440,X2016_ano_flt,cip,0,4.4.2
67518,X2229_ano_flt,cip,0,4.4.2
67804,X2246_ano_flt,cip,0,4.4.2
68363,X1258_ano_flt,cip,0,4.4.2
68402,X1741_ano_flt,cip,0,4.4.2
68623,X865_ano_flt,cip,0,4.4.2
68844,X141_ano_flt,cip,0,4.4.2
69104,X2272_ano_flt,cip,0,4.4.2
69182,X942_ano_flt,cip,0,4.4.2
69195,X1265_ano_flt,cip,0,4.4.2
69546,X2018_ano_flt,cip,0,4.4.2
70716,X2119_ano_flt,cip,0,4.4.2
70859,X1942_ano_flt,cip,0,4.4.2
70924,X1686_ano_flt,cip,0,4.4.2
70950,X349_ano_flt,cip,0,4.4.2
71080,X1191_ano_flt,cip,0,4.4.2
71275,X1152_ano_flt,cip,0,4.4.2
71587,X788_ano_flt,cip,0,4.4.2
71743,X430_ano_flt,cip,0,4.4.2
71964,X769_ano_flt,cip,0,4.4.2
72081,X214_ano_flt,cip,0,4.4.2
72367,X1817_ano_flt,cip,0,4.4.2
72419,X2264_ano_flt,cip,0,4.4.2
72523,X1_ano_flt,cip,0,4.4.2
72627,X269_ano_flt,cip,0,4.4.2
72757,X988_ano_flt,cip,0,4.4.2
72874,X1291_ano_flt,cip,0,4.4.2
73030,X817_ano_flt,cip,0,4.4.2
73316,X384_ano_flt,cip,0,4.4.2
73602,X916_ano_flt,cip,0,4.4.2
74018,X270_ano_flt,cip,0,4.4.2
74044,X1899_ano_flt,cip,0,4.4.2
74122,X2231_ano_flt,cip,0,4.4.2
74343,X1293_ano_flt,cip,0,4.4.2
74382,X649_ano_flt,cip,0,4.4.2
74486,X124_ano_flt,cip,0,4.4.2
74733,X2012_ano_flt,cip,0,4.4.2
87148,R106_ano,cip,0,4.4.2
87382,S61_ano,cip,0,4.4.2
87460,S90_ano,cip,0,4.4.2
87525,R15_ano,cip,0,4.4.2
87616,R5_ano,cip,0,4.4.2
88318,S95_ano,cip,0,4.4.2
88383,S94_ano,cip,0,4.4.2
88682,S12_ano,cip,0,4.4.2
88695,S89_ano,cip,0,4.4.2
88877,S66_ano,cip,0,4.4.2
89098,S57_ano,cip,0,4.4.2
89111,S10_ano,cip,0,4.4.2
89566,S26_ano,cip,0,4.4.2
99537,1400884.3_res,cip,0,4.4.2
67843,X546_ano_flt,cip,1,4.4.2
70378,X995_ano_flt,cip,1,4.4.2
88474,R83_ano,cip,1,4.4.2
89072,R49_ano,cip,1,4.4.2
99420,1773.21659_res,cip,1,4.4.2
8888,1773.21629_sus,cip,0,4.5
8966,1773.21595_sus,cip,0,4.5
9096,1773.21602_sus,cip,0,4.5
9122,1773.21603_sus,cip,0,4.5
9200,1773.21621_sus,cip,0,4.5
9408,1773.21620_sus,cip,0,4.5
9564,1773.21627_sus,cip,0,4.5
9603,1773.21584_sus,cip,0,4.5
9616,1773.21610_sus,cip,0,4.5
9746,1773.21623_sus,cip,0,4.5
9811,1773.21582_sus,cip,0,4.5
14829,BORA_37,cip,0,4.5
25788,X5034_ano_flt,cip,0,4.5
26256,X5046_ano_flt,cip,0,4.5
26581,X2345_ano_flt,cip,0,4.5
27127,X2578_ano_flt,cip,0,4.5
27452,X2917_ano_flt,cip,0,4.5
27465,X2804_ano_flt,cip,0,4.5
27647,X5026_ano_flt,cip,0,4.5
27855,X5002_ano_flt,cip,0,4.5
27881,X3000_ano_flt,cip,0,4.5
28128,X5064_ano_flt,cip,0,4.5
28752,X5067_ano_flt,cip,0,4.5
29129,X2350_ano_flt,cip,0,4.5
29233,X2771_ano_flt,cip,0,4.5
29506,X5036_ano_flt,cip,0,4.5
29805,X2315_ano_flt,cip,0,4.5
30546,X2451_ano_flt,cip,0,4.5
31196,1773.20600_res,cip,0,4.5
34186,1733.4589_sus,cip,0,4.5
35109,1733.4137_sus,cip,0,4.5
35824,1733.10078_sus,cip,0,4.5
38281,1773.21624_sus,cip,0,4.5
38359,1773.21609_sus,cip,0,4.5
38476,1773.21576_sus,cip,0,4.5
38528,1773.21633_sus,cip,0,4.5
38749,1773.21598_sus,cip,0,4.5
38775,1773.21634_sus,cip,0,4.5
38788,1773.21599_sus,cip,0,4.5
38996,1773.21618_sus,cip,0,4.5
39048,1773.21632_sus,cip,0,4.5
39178,1773.21616_sus,cip,0,4.5
39451,1773.21622_sus,cip,0,4.5
55298,1402584.3_sus,cip,0,4.5
62071,1733.8731_res,cip,0,4.5
63826,1773.21607_res,cip,0,4.5
64060,1733.8681_res,cip,0,4.5
64372,1773.21631_res,cip,0,4.5
65763,X137_ano_flt,cip,0,4.5
65932,X397_ano_flt,cip,0,4.5
66010,X1160_ano_flt,cip,0,4.5
66972,X12_ano_flt,cip,0,4.5
67765,X56_ano_flt,cip,0,4.5
67791,X540_ano_flt,cip,0,4.5
68727,X1294_ano_flt,cip,0,4.5
68974,X2275_ano_flt,cip,0,4.5
69013,X2155_ano_flt,cip,0,4.5
69117,X186_ano_flt,cip,0,4.5
69273,X673_ano_flt,cip,0,4.5
69533,X253_ano_flt,cip,0,4.5
69689,X2066_ano_flt,cip,0,4.5
71327,X305_ano_flt,cip,0,4.5
72510,X2049_ano_flt,cip,0,4.5
74577,X419_ano_flt,cip,0,4.5
74629,X1507_ano_flt,cip,0,4.5
74707,X466_ano_flt,cip,0,4.5
74993,X1777_ano_flt,cip,0,4.5
78763,BORA_12,cip,0,4.5
81324,1400907.3_sus,cip,0,4.5
87291,S21_ano,cip,0,4.5
87681,S99_ano,cip,0,4.5
87811,R64_ano,cip,0,4.5
88240,S46_ano,cip,0,4.5
88617,S35_ano,cip,0,4.5
88734,S77_ano,cip,0,4.5
88773,R86_ano,cip,0,4.5
88864,S33_ano,cip,0,4.5
89137,R56_ano,cip,0,4.5
101968,1733.2709_res,cip,0,4.5
26321,X2462_ano_flt,cip,1,4.5
63930,1773.21612_res,cip,1,4.5
68298,X1941_ano_flt,cip,1,4.5
9291,1773.21635_sus,cip,0,"4.5,4.9"
68766,X994_ano_flt,cip,0,"4.5,4.9"
2544,1773.18338_sus,cip,0,4.6
2700,1773.18316_sus,cip,0,4.6
3103,1773.18315_sus,cip,0,4.6
6535,1773.18367_res,cip,0,4.6
7224,1773.18374_res,cip,0,4.6
25411,1733.4363_sus,cip,0,4.6
33887,1733.4227_sus,cip,0,4.6
2245,1773.18372_sus,cip,1,4.6
2648,1773.18342_sus,cip,1,4.6
1660,1438879.3_sus,cip,0,4.6.1.1
2141,1438881.3_sus,cip,0,4.6.1.1
10812,1438840.3_sus,cip,0,4.6.1.1
32301,1408958.4_sus,cip,0,4.6.1.1
32366,1408944.4_sus,cip,0,4.6.1.1
35512,1408968.4_sus,cip,0,4.6.1.1
35915,1733.4035_sus,cip,0,4.6.1.1
35954,1733.3682_sus,cip,0,4.6.1.1
2986,1438834.3_sus,cip,0,4.6.1.2
3077,1408945.4_sus,cip,0,4.6.1.2
10565,1408921.4_sus,cip,0,4.6.1.2
32561,1408906.4_sus,cip,0,4.6.1.2
59926,1438834.3_res,cip,0,4.6.1.2
80934,NLA009402429,cip,0,4.6.1.2
6600,1773.23396_res,cip,0,4.6.2
6613,1773.23402_res,cip,0,4.6.2
6691,1773.23426_res,cip,0,4.6.2
6743,1773.23397_res,cip,0,4.6.2
6847,1773.23436_res,cip,0,4.6.2
6912,1773.23412_res,cip,0,4.6.2
6925,1773.23423_res,cip,0,4.6.2
6964,1773.23424_res,cip,0,4.6.2
7055,1773.23437_res,cip,0,4.6.2
7081,1773.23440_res,cip,0,4.6.2
7107,1773.23410_res,cip,0,4.6.2
7159,1773.23418_res,cip,0,4.6.2
7237,1773.23425_res,cip,0,4.6.2
7289,1773.23430_res,cip,0,4.6.2
7328,1773.23404_res,cip,0,4.6.2
7380,1773.23395_res,cip,0,4.6.2
7419,1773.23392_res,cip,0,4.6.2
7432,1773.23406_res,cip,0,4.6.2
7484,1773.23417_res,cip,0,4.6.2
7536,1773.23408_res,cip,0,4.6.2
7679,1773.23413_res,cip,0,4.6.2
7692,1773.23415_res,cip,0,4.6.2
7718,1773.23449_res,cip,0,4.6.2
7731,1773.23416_res,cip,0,4.6.2
7835,1773.23394_res,cip,0,4.6.2
7874,1773.23409_res,cip,0,4.6.2
8017,1773.23400_res,cip,0,4.6.2
34394,1733.4285_sus,cip,0,4.6.2
55012,TSVC_variants_IonXpress_027,cip,0,4.6.2
62357,1773.23446_res,cip,0,4.6.2
78165,TSVC_variants_4789_027,cip,0,4.6.2
32262,1402589.3_sus,cip,0,4.6.2.2
33458,1733.2007_sus,cip,0,4.6.2.2
34615,1733.4280_sus,cip,0,4.6.2.2
34979,1733.3838_sus,cip,0,4.6.2.2
35564,1733.3580_sus,cip,0,4.6.2.2
64047,1733.7685_res,cip,0,4.6.2.2
101422,1773.203_sus,cip,0,4.6.2.2
2219,1773.20404_sus,cip,0,4.7
3051,1773.18494_sus,cip,0,4.7
18339,TB-333-1783-19_S257_R.all,cip,0,4.7
18391,TB-333-1166-19_S175_R.all,cip,0,4.7
19405,TB-222-742-18_S133_R.all,cip,0,4.7
21927,TB-222-5185-19_S227_R.all,cip,0,4.7
25086,1733.4297_sus,cip,0,4.7
33289,1733.4095_sus,cip,0,4.7
33367,1733.10564_sus,cip,0,4.7
35070,1733.10693_sus,cip,0,4.7
41830,TB-111-8898-18_S153_R.all,cip,0,4.7
46250,TB-111-2840-19-138_S63_R.all,cip,0,4.7
47381,TB-111-19765-19_S145_R.all,cip,0,4.7
48200,TB-111-12268-18_S121_R.all,cip,0,4.7
48473,TB-111-20553-18_S21_R.all,cip,0,4.7
49721,TB-111-21546-19_S151_R.all,cip,0,4.7
50982,TB-111-19507-18_S103_R.all,cip,0,4.7
52932,TB-111-13865-18_S85_R.all,cip,0,4.7
52997,TB-111-13500-18-138_S17_R.all,cip,0,4.7
53218,TB-111-10712-18_S4_R.all,cip,0,4.7
53465,TB-111-13500-18-138_S8_R.all,cip,0,4.7
59497,1423527.3_res,cip,0,4.7
64021,1733.7126_res,cip,0,4.7
82507,1438873.3_res,cip,0,4.7
95143,TB-MoldovaSeq-DNA0303-5583_S306_ndc,cip,0,4.7
101955,1733.1574_res,cip,0,4.7
105283,TB-111-20455-18_S20_R.all,cip,0,4.7
105296,TB-111-16802-18-138_S123_R.all,cip,0,4.7
2830,1773.20464_sus,cip,1,4.7
7562,1773.18344_res,cip,1,4.7
10695,1773.20510_sus,cip,1,4.7
98965,1773.20517_res,cip,1,4.7
99251,1773.18330_res,cip,1,4.7
99563,1773.20446_res,cip,1,4.7
1933,1438856.3_sus,cip,0,4.8
2180,1773.18465_sus,cip,0,4.8
2401,1408947.4_sus,cip,0,4.8
2479,1773.18417_sus,cip,0,4.8
2791,1438865.3_sus,cip,0,4.8
2869,1773.18482_sus,cip,0,4.8
2934,1438860.3_sus,cip,0,4.8
4845,00R0435,cip,0,4.8
7965,1773.18406_res,cip,0,4.8
10487,1324240.3_sus,cip,0,4.8
13997,TB_S66_final_variants,cip,0,4.8
15583,IDR1300010061,cip,0,4.8
17039,TB-333-3941-19_S275_R.all,cip,0,4.8
17104,TB-222-3018-19_S197_R.all,cip,0,4.8
17247,TB-333-4566-19_S277_R.all,cip,0,4.8
17390,TB-222-6073-19_S238_R.all,cip,0,4.8
17507,TB-222-4150-18_S169_R.all,cip,0,4.8
17533,TB-222-643-18_S211_R.all,cip,0,4.8
17741,TB-333-2987-19-138_S115_R.all,cip,0,4.8
17845,TB-222-3540-19_S175_R.all,cip,0,4.8
18027,TB-222-5163-18_S72_R.all,cip,0,4.8
