,ID,Drug,Resistant,Lineage
53222,TB-111-10812-18_S5_R.all,inh,1,2.2.1
53352,TB-111-12708-19_S244_R.all,inh,1,2.2.1
53443,TB-111-14068-18_S152_R.all,inh,1,2.2.1
53482,TB-111-11057-18_S146_R.all,inh,1,2.2.1
53703,TB-111-13214-18_S115_R.all,inh,1,2.2.1
53729,TB-111-12951-18_S183_R.all,inh,1,2.2.1
53768,TB-111-7045-18_S22_R.all,inh,1,2.2.1
54106,1397913.3_res,inh,1,2.2.1
54275,1295726.3_res,inh,1,2.2.1
54470,1295727.3_res,inh,1,2.2.1
54639,1397855.3_res,inh,1,2.2.1
54652,1324249.3_res,inh,1,2.2.1
54873,BORA_15,inh,1,2.2.1
58643,1423534.3_res,inh,1,2.2.1
58669,1295796.3_res,inh,1,2.2.1
58734,1455278.3_res,inh,1,2.2.1
58786,1447504.3_res,inh,1,2.2.1
58812,1423564.3_res,inh,1,2.2.1
58916,1423443.3_res,inh,1,2.2.1
58994,1427202.3_res,inh,1,2.2.1
59059,1447461.3_res,inh,1,2.2.1
59111,1455293.3_res,inh,1,2.2.1
59124,1427213.3_res,inh,1,2.2.1
59137,1455274.3_res,inh,1,2.2.1
59163,1733.1028_res,inh,1,2.2.1
59215,1427221.3_res,inh,1,2.2.1
59293,1427241.3_res,inh,1,2.2.1
59358,1423504.3_res,inh,1,2.2.1
59397,1421944.3_res,inh,1,2.2.1
59410,1427218.3_res,inh,1,2.2.1
59436,1447443.3_res,inh,1,2.2.1
59449,1427215.3_res,inh,1,2.2.1
59501,1400870.3_res,inh,1,2.2.1
59592,1427197.3_res,inh,1,2.2.1
59618,1421975.3_res,inh,1,2.2.1
59657,1447457.3_res,inh,1,2.2.1
59761,1427200.3_res,inh,1,2.2.1
59774,1422094.3_res,inh,1,2.2.1
59813,1422036.3_res,inh,1,2.2.1
59904,1324256.3_res,inh,1,2.2.1
59982,1423552.3_res,inh,1,2.2.1
60008,1733.10610_res,inh,1,2.2.1
60034,1733.1080_res,inh,1,2.2.1
61412,1733.6731_res,inh,1,2.2.1
61425,1733.7799_res,inh,1,2.2.1
61464,1733.9903_res,inh,1,2.2.1
61477,1733.9874_res,inh,1,2.2.1
61490,1733.7679_res,inh,1,2.2.1
61503,1733.997_res,inh,1,2.2.1
61529,1733.7663_res,inh,1,2.2.1
61555,1733.7673_res,inh,1,2.2.1
61581,1733.9109_res,inh,1,2.2.1
61594,1733.8750_res,inh,1,2.2.1
61607,1733.9865_res,inh,1,2.2.1
61620,1733.8797_res,inh,1,2.2.1
61633,1733.7060_res,inh,1,2.2.1
61646,1733.7025_res,inh,1,2.2.1
61672,1733.8964_res,inh,1,2.2.1
61685,1733.8033_res,inh,1,2.2.1
61711,1733.8711_res,inh,1,2.2.1
61737,1733.7501_res,inh,1,2.2.1
61763,1733.7368_res,inh,1,2.2.1
61776,1733.8945_res,inh,1,2.2.1
61789,1733.9877_res,inh,1,2.2.1
61802,1733.8812_res,inh,1,2.2.1
61815,1733.9881_res,inh,1,2.2.1
61828,1733.7522_res,inh,1,2.2.1
61880,1733.7130_res,inh,1,2.2.1
61945,1733.9009_res,inh,1,2.2.1
62010,1733.952_res,inh,1,2.2.1
62023,1733.6955_res,inh,1,2.2.1
62088,1733.9924_res,inh,1,2.2.1
62114,1733.7554_res,inh,1,2.2.1
62153,1733.982_res,inh,1,2.2.1
62166,1733.9054_res,inh,1,2.2.1
62179,1733.8789_res,inh,1,2.2.1
62244,1733.9019_res,inh,1,2.2.1
62270,1733.7713_res,inh,1,2.2.1
62322,1733.7488_res,inh,1,2.2.1
62361,1733.955_res,inh,1,2.2.1
62374,1733.8911_res,inh,1,2.2.1
62439,1733.8887_res,inh,1,2.2.1
62452,1733.8763_res,inh,1,2.2.1
62478,1733.7487_res,inh,1,2.2.1
62725,R2_ano,inh,1,2.2.1
62790,SAMEA1015922,inh,1,2.2.1
62894,1733.7103_res,inh,1,2.2.1
62907,1773.21214_res,inh,1,2.2.1
62946,1733.9930_res,inh,1,2.2.1
62972,1733.7611_res,inh,1,2.2.1
62998,1733.8992_res,inh,1,2.2.1
63011,1733.951_res,inh,1,2.2.1
63037,1773.21313_res,inh,1,2.2.1
63050,1773.21379_res,inh,1,2.2.1
63063,1773.21501_res,inh,1,2.2.1
63115,1733.7598_res,inh,1,2.2.1
63141,1773.21378_res,inh,1,2.2.1
63154,1733.8675_res,inh,1,2.2.1
63180,1733.9015_res,inh,1,2.2.1
63193,1733.9891_res,inh,1,2.2.1
63245,1733.7694_res,inh,1,2.2.1
63297,1733.9949_res,inh,1,2.2.1
63323,1733.9963_res,inh,1,2.2.1
63336,1733.7525_res,inh,1,2.2.1
63362,1733.9060_res,inh,1,2.2.1
63388,1733.8784_res,inh,1,2.2.1
63401,1733.6990_res,inh,1,2.2.1
63414,1733.8822_res,inh,1,2.2.1
63466,1733.7499_res,inh,1,2.2.1
63505,1773.15038_res,inh,1,2.2.1
63518,1733.7586_res,inh,1,2.2.1
63531,1733.8893_res,inh,1,2.2.1
63544,1773.21552_res,inh,1,2.2.1
63557,1733.7122_res,inh,1,2.2.1
63570,1733.9972_res,inh,1,2.2.1
63583,1733.8815_res,inh,1,2.2.1
63596,1733.7104_res,inh,1,2.2.1
63609,1733.7668_res,inh,1,2.2.1
63687,1733.9056_res,inh,1,2.2.1
63700,1733.9082_res,inh,1,2.2.1
63713,1733.942_res,inh,1,2.2.1
63726,1733.7035_res,inh,1,2.2.1
63739,1733.8804_res,inh,1,2.2.1
63752,1733.9090_res,inh,1,2.2.1
63765,1733.9958_res,inh,1,2.2.1
63778,1773.21474_res,inh,1,2.2.1
63804,1733.8734_res,inh,1,2.2.1
63830,1733.9957_res,inh,1,2.2.1
63856,1733.8863_res,inh,1,2.2.1
63895,1773.21259_res,inh,1,2.2.1
63908,1733.8829_res,inh,1,2.2.1
63960,1773.21291_res,inh,1,2.2.1
63973,1733.8719_res,inh,1,2.2.1
63986,1733.8760_res,inh,1,2.2.1
63999,1733.6465_res,inh,1,2.2.1
64025,1733.7575_res,inh,1,2.2.1
64077,1733.7094_res,inh,1,2.2.1
64090,1773.21270_res,inh,1,2.2.1
64103,1733.9970_res,inh,1,2.2.1
64116,1733.8796_res,inh,1,2.2.1
64129,1773.21345_res,inh,1,2.2.1
64142,1733.7032_res,inh,1,2.2.1
64155,1773.21434_res,inh,1,2.2.1
64194,1733.9124_res,inh,1,2.2.1
64207,1733.8708_res,inh,1,2.2.1
64233,1733.9936_res,inh,1,2.2.1
64259,1733.990_res,inh,1,2.2.1
64285,1733.9067_res,inh,1,2.2.1
64337,1733.7563_res,inh,1,2.2.1
64350,1733.7792_res,inh,1,2.2.1
64376,1733.7448_res,inh,1,2.2.1
64389,1773.21192_res,inh,1,2.2.1
64467,1733.9039_res,inh,1,2.2.1
64493,1733.8772_res,inh,1,2.2.1
64506,1733.9052_res,inh,1,2.2.1
64519,1773.21514_res,inh,1,2.2.1
64532,1733.7818_res,inh,1,2.2.1
64545,1733.9870_res,inh,1,2.2.1
64571,1733.8841_res,inh,1,2.2.1
64597,1733.6542_res,inh,1,2.2.1
64610,1773.21429_res,inh,1,2.2.1
64623,1733.6935_res,inh,1,2.2.1
64714,1733.7544_res,inh,1,2.2.1
64805,1733.7420_res,inh,1,2.2.1
64818,1733.7063_res,inh,1,2.2.1
64831,1733.7747_res,inh,1,2.2.1
64844,1733.7495_res,inh,1,2.2.1
64857,1733.7484_res,inh,1,2.2.1
64870,TB-444-6152-18_S102_R.all,inh,1,2.2.1
64896,TB-444-6160-18_S125_R.all,inh,1,2.2.1
64909,TB-444-6008-18_S46_R.all,inh,1,2.2.1
64935,TB-444-6068-18_S49_R.all,inh,1,2.2.1
64948,TB-444-6103-18_S47_R.all,inh,1,2.2.1
64974,TB-444-5959-18_S49_R.all,inh,1,2.2.1
65000,TB-444-6199-18_S51_R.all,inh,1,2.2.1
65507,X1343_ano_flt,inh,1,2.2.1
65650,X356_ano_flt,inh,1,2.2.1
65780,X1179_ano_flt,inh,1,2.2.1
65897,X414_ano_flt,inh,1,2.2.1
65949,X1790_ano_flt,inh,1,2.2.1
66157,X765_ano_flt,inh,1,2.2.1
66196,X687_ano_flt,inh,1,2.2.1
66313,X796_ano_flt,inh,1,2.2.1
66326,X1387_ano_flt,inh,1,2.2.1
66352,X969_ano_flt,inh,1,2.2.1
66482,X1888_ano_flt,inh,1,2.2.1
66638,X2085_ano_flt,inh,1,2.2.1
66976,X859_ano_flt,inh,1,2.2.1
67002,X1575_ano_flt,inh,1,2.2.1
67275,R12_ano_flt,inh,1,2.2.1
67405,X1911_ano_flt,inh,1,2.2.1
67457,X2015_ano_flt,inh,1,2.2.1
67639,X340_ano_flt,inh,1,2.2.1
67925,X1386_ano_flt,inh,1,2.2.1
68081,X2301_ano_flt,inh,1,2.2.1
68276,X2101_ano_flt,inh,1,2.2.1
68484,X903_ano_flt,inh,1,2.2.1
68497,X860_ano_flt,inh,1,2.2.1
68510,X1938_ano_flt,inh,1,2.2.1
68822,R23_ano_flt,inh,1,2.2.1
68861,X1734_ano_flt,inh,1,2.2.1
69030,X1772_ano_flt,inh,1,2.2.1
69160,X2024_ano_flt,inh,1,2.2.1
69212,X2078_ano_flt,inh,1,2.2.1
69225,X1847_ano_flt,inh,1,2.2.1
69290,X541_ano_flt,inh,1,2.2.1
69394,X1989_ano_flt,inh,1,2.2.1
69628,X1551_ano_flt,inh,1,2.2.1
69771,X2109_ano_flt,inh,1,2.2.1
69784,X1726_ano_flt,inh,1,2.2.1
70018,X1814_ano_flt,inh,1,2.2.1
70083,X907_ano_flt,inh,1,2.2.1
70148,X73_ano_flt,inh,1,2.2.1
70200,X943_ano_flt,inh,1,2.2.1
70473,X1109_ano_flt,inh,1,2.2.1
70499,X677_ano_flt,inh,1,2.2.1
70668,X104_ano_flt,inh,1,2.2.1
70876,X1414_ano_flt,inh,1,2.2.1
71032,R8_ano_flt,inh,1,2.2.1
71513,X463_ano_flt,inh,1,2.2.1
71630,X1257_ano_flt,inh,1,2.2.1
71643,X1108_ano_flt,inh,1,2.2.1
71669,X927_ano_flt,inh,1,2.2.1
71695,X772_ano_flt,inh,1,2.2.1
71786,X1776_ano_flt,inh,1,2.2.1
71890,X276_ano_flt,inh,1,2.2.1
72098,X864_ano_flt,inh,1,2.2.1
72124,X648_ano_flt,inh,1,2.2.1
72254,X377_ano_flt,inh,1,2.2.1
72306,X4_ano_flt,inh,1,2.2.1
72423,X1663_ano_flt,inh,1,2.2.1
72722,X112_ano_flt,inh,1,2.2.1
72735,X376_ano_flt,inh,1,2.2.1
72774,X642_ano_flt,inh,1,2.2.1
73073,X330_ano_flt,inh,1,2.2.1
73294,X846_ano_flt,inh,1,2.2.1
73411,X341_ano_flt,inh,1,2.2.1
73567,X1253_ano_flt,inh,1,2.2.1
73749,X263_ano_flt,inh,1,2.2.1
73918,X267_ano_flt,inh,1,2.2.1
73944,R24_ano_flt,inh,1,2.2.1
73957,X1944_ano_flt,inh,1,2.2.1
74087,X1883_ano_flt,inh,1,2.2.1
74126,X1755_ano_flt,inh,1,2.2.1
74347,X1805_ano_flt,inh,1,2.2.1
74425,X939_ano_flt,inh,1,2.2.1
74438,X875_ano_flt,inh,1,2.2.1
74516,X378_ano_flt,inh,1,2.2.1
74581,X20_ano_flt,inh,1,2.2.1
74633,X2269_ano_flt,inh,1,2.2.1
74685,X1564_ano_flt,inh,1,2.2.1
74711,X776_ano_flt,inh,1,2.2.1
74841,X692_ano_flt,inh,1,2.2.1
74932,X1898_ano_flt,inh,1,2.2.1
76635,SAMEA1403767,inh,1,2.2.1
76661,NLA000801695,inh,1,2.2.1
76674,1479149361993T894815lib5731nextseqn0051151bp,inh,1,2.2.1
76687,00R0086,inh,1,2.2.1
76700,04R0292,inh,1,2.2.1
78442,1397853.3_res,inh,1,2.2.1
78494,1773.20598_res,inh,1,2.2.1
78585,1773.21211_res,inh,1,2.2.1
78611,1773.21308_res,inh,1,2.2.1
78702,1773.21476_res,inh,1,2.2.1
78923,TB-MoldovaSeq-DNA0272-3051_S82_ndc,inh,1,2.2.1
79014,TB-MoldovaSeq-DNA139-1997_S140_ndc,inh,1,2.2.1
79066,TB-MoldovaSeq-DNA141-1097_S142_ndc,inh,1,2.2.1
79118,TB-MoldovaSeq-DNA032-76_S32_ndc,inh,1,2.2.1
79248,TB-MoldovaSeq-DNA148-1791_S149_ndc,inh,1,2.2.1
79365,TB-MoldovaSeq-DNA026-12_S26_ndc,inh,1,2.2.1
79417,TB-MoldovaSeq-DNA057-674_S57_ndc,inh,1,2.2.1
79430,TB-MoldovaSeq-DNA0284-4250_S94_ndc,inh,1,2.2.1
79469,TB-MoldovaSeq-DNA0292-4416_S295_ndc,inh,1,2.2.1
79495,TB-MoldovaSeq-DNA0241-2352_S51_ndc,inh,1,2.2.1
79534,TB-111-16652-18_S134_R.all,inh,1,2.2.1
80808,1427185.3_res,inh,1,2.2.1
80860,SAMN01908743,inh,1,2.2.1
81068,R1_ano,inh,1,2.2.1
81458,1400886.3_sus,inh,1,2.2.1
81523,1295796.3_sus,inh,1,2.2.1
81614,1295727.3_sus,inh,1,2.2.1
81991,1479149361993T893715lib5720nextseqn0051151bp,inh,1,2.2.1
82186,1773.18177_res,inh,1,2.2.1
82212,1773.18185_res,inh,1,2.2.1
82238,1773.18196_res,inh,1,2.2.1
82329,1773.18184_res,inh,1,2.2.1
82472,1408952.4_res,inh,1,2.2.1
82485,1773.18223_res,inh,1,2.2.1
82511,1400928.3_res,inh,1,2.2.1
82537,1773.18212_res,inh,1,2.2.1
82758,1479144119992T178115lib4986nextseqn0035151bp,inh,1,2.2.1
84240,TB-MoldovaSeq-DNA153-1687_S154_ndc,inh,1,2.2.1
84253,TB-MoldovaSeq-DNA098-284_S99_ndc,inh,1,2.2.1
84292,TB-MoldovaSeq-DNA137-1826_S138_ndc,inh,1,2.2.1
84305,TB-MoldovaSeq-DNA123-1318_S124_ndc,inh,1,2.2.1
84318,TB-MoldovaSeq-DNA119-1027_S120_ndc,inh,1,2.2.1
84331,TB-MoldovaSeq-DNA155-1090_S156_ndc,inh,1,2.2.1
84357,TB-MoldovaSeq-DNA158-1567_S159_ndc,inh,1,2.2.1
84422,TB-MoldovaSeq-DNA160-1247_S161_ndc,inh,1,2.2.1
84461,TB-MoldovaSeq-DNA100-347_S101_ndc,inh,1,2.2.1
84500,TB-MoldovaSeq-DNA111-1555_S112_ndc,inh,1,2.2.1
84526,TB-MoldovaSeq-DNA106-324_S107_ndc,inh,1,2.2.1
84539,TB-MoldovaSeq-DNA152-1941_S153_ndc,inh,1,2.2.1
84552,TB-MoldovaSeq-DNA121-1200_S122_ndc,inh,1,2.2.1
84578,TB-MoldovaSeq-DNA157-2066_S158_ndc,inh,1,2.2.1
84591,TB-MoldovaSeq-DNA108-255_S109_ndc,inh,1,2.2.1
84604,TB-MoldovaSeq-DNA140-1558_S141_ndc,inh,1,2.2.1
84617,TB-MoldovaSeq-DNA132-1515_S133_ndc,inh,1,2.2.1
84643,TB-MoldovaSeq-DNA102-300_S103_ndc,inh,1,2.2.1
84682,TB-MoldovaSeq-DNA124-1548_S125_ndc,inh,1,2.2.1
84695,TB-MoldovaSeq-DNA154-2130_S155_ndc,inh,1,2.2.1
84708,TB-MoldovaSeq-DNA099-171_S100_ndc,inh,1,2.2.1
84721,TB-MoldovaSeq-DNA146-2045_S147_ndc,inh,1,2.2.1
84734,TB-MoldovaSeq-DNA144-751_S145_ndc,inh,1,2.2.1
84760,TB-MoldovaSeq-DNA151-1366_S152_ndc,inh,1,2.2.1
84786,TB-MoldovaSeq-DNA136-2044_S137_ndc,inh,1,2.2.1
84799,TB-MoldovaSeq-DNA113-1435_S114_ndc,inh,1,2.2.1
84812,TB-DNA0340_S197_R.all,inh,1,2.2.1
84838,TB-MoldovaSeq-DNA133-1060_S134_ndc,inh,1,2.2.1
84851,TB-MoldovaSeq-DNA104-59_S105_ndc,inh,1,2.2.1
84864,TB-MoldovaSeq-DNA156-1096_S157_ndc,inh,1,2.2.1
84877,TB-MoldovaSeq-DNA118-1170_S119_ndc,inh,1,2.2.1
84890,TB-MoldovaSeq-DNA159-1163_S160_ndc,inh,1,2.2.1
84929,TB-MoldovaSeq-DNA131-986_S132_ndc,inh,1,2.2.1
84942,TB-MoldovaSeq-DNA149-1039_S150_ndc,inh,1,2.2.1
85202,TB-MoldovaSeq-DNA030-61_S30_ndc,inh,1,2.2.1
85228,TB-MoldovaSeq-DNA031-74_S31_ndc,inh,1,2.2.1
85254,TB-MoldovaSeq-DNA034-100_S34_ndc,inh,1,2.2.1
86723,TB-MoldovaSeq-DNA173-2332_S174_ndc,inh,1,2.2.1
87022,1400872.3_res,inh,1,2.2.1
87061,1397854.3_res,inh,1,2.2.1
87087,1773.21530_res,inh,1,2.2.1
87256,R44_ano,inh,1,2.2.1
87334,R8_ano,inh,1,2.2.1
87360,R7_ano,inh,1,2.2.1
87425,R87_ano,inh,1,2.2.1
87477,R98_ano,inh,1,2.2.1
87490,R114_ano,inh,1,2.2.1
87503,R78_ano,inh,1,2.2.1
87568,R73_ano,inh,1,2.2.1
87594,R26_ano,inh,1,2.2.1
87698,R103_ano,inh,1,2.2.1
87737,R52_ano,inh,1,2.2.1
87750,R95_ano,inh,1,2.2.1
87828,R108_ano,inh,1,2.2.1
87854,R100_ano,inh,1,2.2.1
87867,R82_ano,inh,1,2.2.1
87880,R92_ano,inh,1,2.2.1
87919,R50_ano,inh,1,2.2.1
87932,R20_ano,inh,1,2.2.1
87945,R11_ano,inh,1,2.2.1
87984,R30_ano,inh,1,2.2.1
87997,R102_ano,inh,1,2.2.1
88010,R91_ano,inh,1,2.2.1
88023,R81_ano,inh,1,2.2.1
88062,R16_ano,inh,1,2.2.1
88088,R80_ano,inh,1,2.2.1
88114,R61_ano,inh,1,2.2.1
88127,R88_ano,inh,1,2.2.1
88166,R66_ano,inh,1,2.2.1
88179,R58_ano,inh,1,2.2.1
88257,R9_ano,inh,1,2.2.1
88270,R99_ano,inh,1,2.2.1
88322,R35_ano,inh,1,2.2.1
88348,R36_ano,inh,1,2.2.1
88387,R33_ano,inh,1,2.2.1
88413,R10_ano,inh,1,2.2.1
88491,R59_ano,inh,1,2.2.1
88543,R51_ano,inh,1,2.2.1
88595,R31_ano,inh,1,2.2.1
88647,R24_ano,inh,1,2.2.1
88660,R104_ano,inh,1,2.2.1
88790,R93_ano,inh,1,2.2.1
88829,R25_ano,inh,1,2.2.1
88881,R117_ano,inh,1,2.2.1
88894,R54_ano,inh,1,2.2.1
88933,R112_ano,inh,1,2.2.1
88946,R76_ano,inh,1,2.2.1
88972,R75_ano,inh,1,2.2.1
88985,R72_ano,inh,1,2.2.1
88998,R110_ano,inh,1,2.2.1
89011,R89_ano,inh,1,2.2.1
89024,R97_ano,inh,1,2.2.1
89037,R38_ano,inh,1,2.2.1
89050,R21_ano,inh,1,2.2.1
89076,R42_ano,inh,1,2.2.1
89167,R18_ano,inh,1,2.2.1
89180,R68_ano,inh,1,2.2.1
89232,R40_ano,inh,1,2.2.1
89284,R45_ano,inh,1,2.2.1
89310,R85_ano,inh,1,2.2.1
89323,R60_ano,inh,1,2.2.1
89349,R67_ano,inh,1,2.2.1
89362,R55_ano,inh,1,2.2.1
89375,R12_ano,inh,1,2.2.1
89401,R41_ano,inh,1,2.2.1
89427,R96_ano,inh,1,2.2.1
89440,R94_ano,inh,1,2.2.1
89479,R27_ano,inh,1,2.2.1
89531,R77_ano,inh,1,2.2.1
89596,R37_ano,inh,1,2.2.1
89648,R107_ano,inh,1,2.2.1
89687,R63_ano,inh,1,2.2.1
89713,R22_ano,inh,1,2.2.1
89726,R23_ano,inh,1,2.2.1
89752,R69_ano,inh,1,2.2.1
89830,R53_ano,inh,1,2.2.1
89869,1909034001,inh,1,2.2.1
91182,1909034001.annotate,inh,1,2.2.1
91351,1_S14_L001_R2_001,inh,1,2.2.1
91364,1_S14_L001_R1_001,inh,1,2.2.1
92794,TB-MoldovaSeq-DNA0227-4268_S37_ndc,inh,1,2.2.1
93015,TB-MoldovaSeq-DNA070-1319_S70_ndc,inh,1,2.2.1
93106,TB-MoldovaSeq-DNA036-246_S36_ndc,inh,1,2.2.1
93119,TB-MoldovaSeq-DNA054-1019_S54_ndc,inh,1,2.2.1
93132,TB-MoldovaSeq-DNA083-764_S83_ndc,inh,1,2.2.1
93171,TB-MoldovaSeq-DNA075-525_S75_ndc,inh,1,2.2.1
93210,TB-MoldovaSeq-DNA179-2174_S180_ndc,inh,1,2.2.1
93223,TB-MoldovaSeq-DNA0229-3379_S39_ndc,inh,1,2.2.1
93275,TB-MoldovaSeq-DNA0217-5425_S27_ndc,inh,1,2.2.1
93301,TB-MoldovaSeq-DNA073-475_S73_ndc,inh,1,2.2.1
93327,TB-MoldovaSeq-DNA015-360_S15_ndc,inh,1,2.2.1
93353,TB-MoldovaSeq-DNA0326-4164_S329_ndc,inh,1,2.2.1
93392,TB-MoldovaSeq-DNA061-706_S61_ndc,inh,1,2.2.1
93418,TB-MoldovaSeq-DNA084-778_S84_ndc,inh,1,2.2.1
93457,TB-MoldovaSeq-DNA067-554_S67_ndc,inh,1,2.2.1
93509,TB-MoldovaSeq-DNA071-544_S71_ndc,inh,1,2.2.1
93574,TB-MoldovaSeq-DNA038-357_S38_ndc,inh,1,2.2.1
93639,TB-MoldovaSeq-DNA079-542_S79_ndc,inh,1,2.2.1
93652,TB-MoldovaSeq-DNA029-42_S29_ndc,inh,1,2.2.1
93665,TB-MoldovaSeq-DNA0193-2589_S3_ndc,inh,1,2.2.1
93678,TB-MoldovaSeq-DNA047-668_S47_ndc,inh,1,2.2.1
93704,TB-MoldovaSeq-DNA0318-3760_S321_ndc,inh,1,2.2.1
93769,TB-MoldovaSeq-DNA189-3008_S190_ndc,inh,1,2.2.1
93782,TB-MoldovaSeq-DNA161-1157_S162_ndc,inh,1,2.2.1
93834,TB-MoldovaSeq-DNA190-2594_S191_ndc,inh,1,2.2.1
93886,TB-MoldovaSeq-DNA064-501_S64_ndc,inh,1,2.2.1
93964,TB-MoldovaSeq-DNA085-249_S85_ndc,inh,1,2.2.1
93990,TB-MoldovaSeq-DNA175-2017_S176_ndc,inh,1,2.2.1
94003,TB-MoldovaSeq-DNA058-486_S58_ndc,inh,1,2.2.1
94068,TB-MoldovaSeq-DNA041-423_S41_ndc,inh,1,2.2.1
94094,TB-MoldovaSeq-DNA080-523_S80_ndc,inh,1,2.2.1
94107,TB-MoldovaSeq-DNA039-365_S39_ndc,inh,1,2.2.1
94159,TB-MoldovaSeq-DNA059-526_S59_ndc,inh,1,2.2.1
94237,TB-MoldovaSeq-DNA049-220_S49_ndc,inh,1,2.2.1
94328,TB-MoldovaSeq-DNA180-2298_S181_ndc,inh,1,2.2.1
94367,TB-MoldovaSeq-DNA187-3011_S188_ndc,inh,1,2.2.1
94406,TB-MoldovaSeq-DNA0207-2369_S17__ndc,inh,1,2.2.1
94432,TB-MoldovaSeq-DNA051-393_S51_ndc,inh,1,2.2.1
94458,TB-MoldovaSeq-DNA018-352_S18_ndc,inh,1,2.2.1
94484,TB-MoldovaSeq-DNA012-385_S12_ndc,inh,1,2.2.1
94510,TB-MoldovaSeq-DNA046-622_S46_ndc,inh,1,2.2.1
94575,TB-MoldovaSeq-DNA166-2098_S167_ndc,inh,1,2.2.1
94588,TB-MoldovaSeq-DNA008-549_S8_ndc,inh,1,2.2.1
94666,TB-MoldovaSeq-DNA055-99_S55_ndc,inh,1,2.2.1
94679,TB-MoldovaSeq-DNA056-452_S56_ndc,inh,1,2.2.1
94705,TB-MoldovaSeq-DNA050-353_S50_ndc,inh,1,2.2.1
94718,TB-MoldovaSeq-DNA174-2305_S175_ndc,inh,1,2.2.1
94796,TB-MoldovaSeq-DNA0230-5545_S40_ndc,inh,1,2.2.1
94809,TB-MoldovaSeq-DNA0297-3404_S300_ndc,inh,1,2.2.1
94822,TB-MoldovaSeq-DNA088-806_S88_ndc,inh,1,2.2.1
94848,TB-MoldovaSeq-DNA0282-3887_S92_ndc,inh,1,2.2.1
94874,TB-MoldovaSeq-DNA089-788_S89_ndc,inh,1,2.2.1
94887,TB-MoldovaSeq-DNA027-35_S27_ndc,inh,1,2.2.1
94913,TB-MoldovaSeq-DNA0235-4740_S45_ndc,inh,1,2.2.1
95017,TB-MoldovaSeq-DNA001-647_S1_ndc,inh,1,2.2.1
95069,TB-MoldovaSeq-DNA019-60_S19_ndc,inh,1,2.2.1
95238,TB-MoldovaSeq-DNA006-563_S6_ndc,inh,1,2.2.1
95264,TB-MoldovaSeq-DNA188-2947_S189_ndc,inh,1,2.2.1
95303,TB-MoldovaSeq-DNA171-2227_S172_ndc,inh,1,2.2.1
95394,TB-MoldovaSeq-DNA169-2297_S170_ndc,inh,1,2.2.1
95446,TB-MoldovaSeq-DNA017-15_S17_ndc,inh,1,2.2.1
95459,TB-MoldovaSeq-DNA078-354_S78_ndc,inh,1,2.2.1
95472,TB-MoldovaSeq-DNA076-603_S76_ndc,inh,1,2.2.1
95524,TB-MoldovaSeq-DNA167-2578_S168_ndc,inh,1,2.2.1
95602,TB-MoldovaSeq-DNA0245-3474_S55_ndc,inh,1,2.2.1
95615,TB-MoldovaSeq-DNA0332-5161_S335_ndc,inh,1,2.2.1
95641,TB-MoldovaSeq-DNA096-134_S97_ndc,inh,1,2.2.1
95654,TB-MoldovaSeq-DNA0239-4349_S49_ndc,inh,1,2.2.1
95784,TB-MoldovaSeq-DNA183-708_S184_ndc,inh,1,2.2.1
95823,TB-MoldovaSeq-DNA011-125_S11_ndc,inh,1,2.2.1
95875,TB-MoldovaSeq-DNA025-11_S25_ndc,inh,1,2.2.1
98774,1773.21531_res,inh,1,2.2.1
98943,1773.18521_res,inh,1,2.2.1
98995,1773.18193_res,inh,1,2.2.1
99021,1773.21272_res,inh,1,2.2.1
99047,1417017.3_res,inh,1,2.2.1
99073,1773.21219_res,inh,1,2.2.1
99164,1773.18204_res,inh,1,2.2.1
99216,1773.21458_res,inh,1,2.2.1
99281,1773.21315_res,inh,1,2.2.1
101205,1422092.3_sus,inh,1,2.2.1
101686,1422013.3_sus,inh,1,2.2.1
101803,1422001.3_sus,inh,1,2.2.1
101855,1733.1033_res,inh,1,2.2.1
101868,1733.1446_res,inh,1,2.2.1
101881,1733.3134_res,inh,1,2.2.1
101920,1733.2251_res,inh,1,2.2.1
101933,1733.1384_res,inh,1,2.2.1
101985,1733.1472_res,inh,1,2.2.1
101998,1733.2244_res,inh,1,2.2.1
102024,1733.3061_res,inh,1,2.2.1
102037,1733.3062_res,inh,1,2.2.1
102089,1733.1298_res,inh,1,2.2.1
102102,1733.2934_res,inh,1,2.2.1
102115,1733.2933_res,inh,1,2.2.1
102167,1733.2899_res,inh,1,2.2.1
102180,1733.2067_res,inh,1,2.2.1
102245,1733.2496_res,inh,1,2.2.1
102271,1733.5757_res,inh,1,2.2.1
102284,1733.1135_res,inh,1,2.2.1
102349,1733.2136_res,inh,1,2.2.1
102362,1733.1151_res,inh,1,2.2.1
102375,1733.3415_res,inh,1,2.2.1
102427,1733.1519_res,inh,1,2.2.1
102440,1733.1044_res,inh,1,2.2.1
102531,1733.1700_res,inh,1,2.2.1
102557,1733.2727_res,inh,1,2.2.1
102622,1324253.3_res,inh,1,2.2.1
102648,1733.10099_res,inh,1,2.2.1
102661,1733.2290_res,inh,1,2.2.1
102674,1733.2266_res,inh,1,2.2.1
102752,1733.2148_res,inh,1,2.2.1
102830,1733.5951_res,inh,1,2.2.1
102869,1733.2258_res,inh,1,2.2.1
102882,1733.1687_res,inh,1,2.2.1
102895,1733.10341_res,inh,1,2.2.1
103012,1733.2538_res,inh,1,2.2.1
